task_id,domain,difficulty,model,agent,provider,provider_model,parse_status,parsed,fallback,attempts,latency_s,prompt_chars,raw_output_chars,prompt_tokens,completion_tokens,total_tokens
calendar_052,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,14.092086200005724,1952.0,1493.0,449.0,735.0,1184.0
calendar_027,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,14.108426899998449,1987.0,1026.0,449.0,716.0,1165.0
calendar_064,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,14.203068999995594,2013.0,1322.0,461.0,742.0,1203.0
calendar_053,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,14.32003529999929,1987.0,1363.0,451.0,709.0,1160.0
calendar_046,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,14.847537499997998,2008.0,1556.0,454.0,774.0,1228.0
calendar_043,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,14.982861299999058,1977.0,1701.0,447.0,704.0,1151.0
calendar_045,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,15.10017869999865,1993.0,1595.0,454.0,766.0,1220.0
calendar_028,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,15.218405800012988,1994.0,1154.0,456.0,740.0,1196.0
calendar_084,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,15.26624539999466,1980.0,1667.0,452.0,773.0,1225.0
calendar_057,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,15.70180789999722,2038.0,1438.0,459.0,747.0,1206.0
calendar_054,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,15.855937000000267,1981.0,1722.0,449.0,777.0,1226.0
calendar_068,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,15.979990899999393,2049.0,1475.0,463.0,794.0,1257.0
calendar_059,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,16.521552899997914,2026.0,1093.0,457.0,797.0,1254.0
calendar_030,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,16.75212289999763,2009.0,1408.0,453.0,801.0,1254.0
calendar_023,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,17.34249280000222,1995.0,1377.0,448.0,949.0,1397.0
calendar_022,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,17.74143670000194,2002.0,869.0,451.0,890.0,1341.0
calendar_024,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,17.81285270000808,1988.0,940.0,454.0,878.0,1332.0
calendar_037,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,17.860769599996274,2026.0,1371.0,457.0,940.0,1397.0
calendar_031,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,18.107294200002798,1983.0,1645.0,450.0,863.0,1313.0
calendar_029,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,18.6067836000002,2014.0,1111.0,455.0,913.0,1368.0
calendar_036,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,18.652906100003747,1992.0,1458.0,457.0,941.0,1398.0
calendar_076,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,18.732303599987063,2009.0,1167.0,456.0,960.0,1416.0
calendar_060,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,18.75714230000449,2020.0,1557.0,463.0,944.0,1407.0
calendar_032,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,18.861920699986513,1997.0,1792.0,458.0,1051.0,1509.0
calendar_070,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,18.875632700001006,2067.0,2023.0,463.0,945.0,1408.0
calendar_026,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,19.582459500001278,2016.0,1197.0,456.0,1103.0,1559.0
calendar_058,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,19.880312799999956,2043.0,1551.0,461.0,1020.0,1481.0
calendar_069,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,20.04633830000239,2080.0,2218.0,464.0,1026.0,1490.0
calendar_066,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,20.258136100004776,2063.0,1299.0,462.0,1081.0,1543.0
calendar_042,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,20.919078199993237,2011.0,1525.0,452.0,1100.0,1552.0
calendar_072,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,21.438137100005406,2041.0,1119.0,465.0,1204.0,1669.0
calendar_038,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,21.54436810000334,2040.0,2182.0,459.0,1197.0,1656.0
calendar_047,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,21.764759800003958,1999.0,1514.0,450.0,1109.0,1559.0
calendar_050,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,22.5198226999928,2029.0,1207.0,455.0,1257.0,1712.0
calendar_081,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,22.67171930000768,2000.0,1519.0,452.0,1199.0,1651.0
calendar_033,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,23.96886620001169,2019.0,1720.0,456.0,1167.0,1623.0
calendar_062,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,24.016814400005387,2034.0,1193.0,460.0,1378.0,1838.0
calendar_075,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,24.683107999997446,2024.0,1236.0,453.0,1311.0,1764.0
calendar_094,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,10.728961300002993,1994.0,1202.0,452.0,557.0,1009.0
calendar_049,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,24.9064997999958,2020.0,2007.0,454.0,1338.0,1792.0
calendar_088,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,12.770019500007038,2029.0,971.0,460.0,669.0,1129.0
calendar_040,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,26.057943299994804,2012.0,1411.0,460.0,1383.0,1843.0
calendar_067,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,26.121719500006293,2032.0,1823.0,453.0,1461.0,1914.0
calendar_085,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,16.642865900008474,2002.0,1188.0,451.0,1032.0,1483.0
calendar_089,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,14.388481200003298,2047.0,1110.0,460.0,812.0,1272.0
calendar_039,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,27.09832710000046,2013.0,2052.0,452.0,1553.0,2005.0
calendar_051,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,27.412082199996803,1967.0,1512.0,445.0,1439.0,1884.0
calendar_065,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,27.637771599998814,2050.0,957.0,463.0,1627.0,2090.0
calendar_091,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,14.827984600007767,1984.0,1368.0,450.0,839.0,1289.0
calendar_095,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,14.530375100002857,1987.0,1851.0,449.0,821.0,1270.0
calendar_093,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,14.876069100006134,2005.0,1941.0,455.0,813.0,1268.0
calendar_079,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,29.237130399997113,1981.0,1351.0,445.0,1705.0,2150.0
calendar_107,calendar,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,14.0087857000035,2081.0,1586.0,466.0,835.0,1301.0
calendar_056,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,29.964412700006505,2033.0,1722.0,462.0,1743.0,2205.0
calendar_112,calendar,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,12.446111199998995,2081.0,1639.0,476.0,706.0,1182.0
calendar_100,calendar,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,17.23782239999855,2060.0,1433.0,468.0,965.0,1433.0
calendar_105,calendar,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,16.318384300000616,2081.0,1640.0,471.0,905.0,1376.0
calendar_035,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,31.875888300011866,2003.0,1522.0,453.0,1718.0,2171.0
calendar_108,calendar,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,15.891333200008376,2080.0,1717.0,473.0,931.0,1404.0
calendar_104,calendar,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,16.71229479998874,2076.0,1305.0,478.0,987.0,1465.0
calendar_116,calendar,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,13.47960449999664,2075.0,1698.0,473.0,740.0,1213.0
calendar_099,calendar,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,18.118359699990833,2063.0,1316.0,464.0,1015.0,1479.0
calendar_118,calendar,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,13.654496800008928,2095.0,1424.0,471.0,750.0,1221.0
calendar_117,calendar,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,13.907060300000012,2093.0,1650.0,471.0,823.0,1294.0
calendar_106,calendar,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,17.236976399988635,2101.0,1607.0,470.0,1027.0,1497.0
calendar_090,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,20.726051300007384,2042.0,1596.0,458.0,1267.0,1725.0
calendar_092,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,20.021731799992267,1998.0,1502.0,458.0,1245.0,1703.0
crm_workflow_027,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,13.723334299997077,1957.0,861.0,473.0,745.0,1218.0
calendar_111,calendar,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,17.814954799992847,2069.0,2081.0,468.0,980.0,1448.0
crm_workflow_032,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,11.454876900010277,1975.0,1484.0,470.0,640.0,1110.0
calendar_119,calendar,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,16.974989099995582,2084.0,1491.0,467.0,965.0,1432.0
crm_workflow_035,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,11.108580500003882,1952.0,1264.0,471.0,612.0,1083.0
calendar_120,calendar,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,17.069468700006837,2078.0,1145.0,473.0,1042.0,1515.0
calendar_109,calendar,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,20.2101510999928,2098.0,1281.0,473.0,1157.0,1630.0
calendar_098,calendar,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,23.784745400000247,2096.0,1717.0,471.0,1426.0,1897.0
calendar_097,calendar,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,23.883470500004478,2082.0,1614.0,469.0,1441.0,1910.0
crm_workflow_051,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,7.855581499999971,1929.0,807.0,469.0,403.0,872.0
crm_workflow_046,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,9.564765599992825,1958.0,927.0,466.0,511.0,977.0
crm_workflow_031,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,15.507836899996619,1949.0,1395.0,471.0,903.0,1374.0
calendar_086,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,27.216575600003125,2042.0,1172.0,458.0,1698.0,2156.0
crm_workflow_029,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,16.626530199995614,1960.0,982.0,467.0,984.0,1451.0
crm_workflow_021,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,19.926074400005746,1955.0,1568.0,470.0,1202.0,1672.0
calendar_083,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,39.07982290000655,1987.0,1755.0,446.0,2142.0,2588.0
calendar_063,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,39.88360180000018,2011.0,1081.0,454.0,2192.0,2646.0
calendar_087,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,28.10075829998823,2019.0,2574.0,451.0,1692.0,2143.0
crm_workflow_030,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,17.82779290000326,1964.0,1804.0,468.0,1058.0,1526.0
calendar_115,calendar,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,22.257173099991633,2068.0,1881.0,466.0,1272.0,1738.0
calendar_071,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,fallback,False,True,1.0,40.80273969999689,2045.0,774.0,460.0,2400.0,2860.0
calendar_101,calendar,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,26.196452999996836,2104.0,1473.0,474.0,1616.0,2090.0
calendar_110,calendar,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,24.571666999996523,2109.0,1812.0,474.0,1450.0,1924.0
crm_workflow_033,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,17.49393539999437,1957.0,1922.0,467.0,982.0,1449.0
calendar_096,calendar,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,27.64437569999427,2007.0,1871.0,460.0,1614.0,2074.0
calendar_021,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,42.25668120000046,2008.0,1670.0,456.0,2254.0,2710.0
crm_workflow_023,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,22.68943899999431,1961.0,1375.0,470.0,1376.0,1846.0
crm_workflow_043,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,15.212801400004537,1936.0,1958.0,467.0,851.0,1318.0
crm_workflow_055,crm_workflow,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,10.822451900006854,1959.0,1206.0,472.0,617.0,1089.0
calendar_034,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,42.86999059999653,2016.0,1396.0,456.0,2313.0,2769.0
crm_workflow_059,crm_workflow,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,12.57106180000119,1983.0,944.0,478.0,732.0,1210.0
crm_workflow_028,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,23.570995699992636,1987.0,1910.0,472.0,1348.0,1820.0
crm_workflow_050,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,15.174035800009733,1974.0,1042.0,468.0,846.0,1314.0
crm_workflow_053,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,14.09226329998637,1929.0,1712.0,462.0,773.0,1235.0
crm_workflow_024,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,25.75299019999511,1971.0,1814.0,471.0,1590.0,2061.0
crm_workflow_047,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,17.12713619999704,1961.0,971.0,470.0,1030.0,1500.0
calendar_113,calendar,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,28.279246999998577,2108.0,1732.0,476.0,1636.0,2112.0
crm_workflow_054,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,14.237113600000157,1932.0,935.0,463.0,864.0,1327.0
crm_workflow_039,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,20.63362990001042,1967.0,1342.0,473.0,1287.0,1760.0
crm_workflow_042,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,19.869161900001927,1949.0,1947.0,464.0,1107.0,1571.0
crm_workflow_026,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,26.09439339999517,1969.0,1237.0,469.0,1650.0,2119.0
crm_workflow_068,crm_workflow,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,11.797340500008431,2023.0,1369.0,477.0,708.0,1185.0
crm_workflow_034,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,23.09069919999456,1953.0,1170.0,466.0,1394.0,1860.0
crm_workflow_048,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,19.055491100007202,1985.0,2003.0,473.0,1041.0,1514.0
crm_workflow_025,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,28.0890275999991,1941.0,1838.0,468.0,1732.0,2200.0
crm_workflow_022,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,29.238270599991665,1956.0,1713.0,465.0,1785.0,2250.0
crm_workflow_056,crm_workflow,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,17.768160899999202,2009.0,2165.0,477.0,1014.0,1491.0
crm_workflow_071,crm_workflow,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,11.881430099994759,2006.0,1267.0,482.0,677.0,1159.0
calendar_103,calendar,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,35.14166779999505,2065.0,1016.0,469.0,2065.0,2534.0
crm_workflow_067,crm_workflow,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,14.509983399999328,1994.0,1017.0,476.0,868.0,1344.0
crm_workflow_091,crm_workflow,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,8.047633700000006,1952.0,950.0,475.0,449.0,924.0
calendar_114,calendar,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,33.43712519999826,2102.0,2204.0,474.0,2086.0,2560.0
crm_workflow_058,crm_workflow,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,19.106400999997277,1988.0,1972.0,474.0,1145.0,1619.0
crm_workflow_064,crm_workflow,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,16.671400099992752,1992.0,2261.0,476.0,1023.0,1499.0
crm_workflow_085,crm_workflow,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,11.351030600009835,1953.0,1275.0,467.0,584.0,1051.0
crm_workflow_052,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,20.93336470000213,1940.0,1912.0,465.0,1199.0,1664.0
crm_workflow_081,crm_workflow,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,13.69739750000008,1947.0,919.0,469.0,805.0,1274.0
crm_workflow_037,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,28.746193400002085,1962.0,1063.0,468.0,1657.0,2125.0
crm_workflow_089,crm_workflow,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,11.51655679999385,1986.0,1556.0,473.0,675.0,1148.0
crm_workflow_079,crm_workflow,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,14.775282699993113,1957.0,1469.0,471.0,870.0,1341.0
crm_workflow_045,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,25.902806899990537,1924.0,1964.0,464.0,1447.0,1911.0
crm_workflow_076,crm_workflow,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,15.940625200004433,1988.0,1470.0,472.0,868.0,1340.0
crm_workflow_094,crm_workflow,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,9.243915200000629,1946.0,876.0,467.0,531.0,998.0
crm_workflow_074,crm_workflow,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,16.268545200000517,1996.0,1013.0,472.0,912.0,1384.0
calendar_102,calendar,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,39.43375589999778,2101.0,1812.0,471.0,2227.0,2698.0
crm_workflow_093,crm_workflow,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,11.573760900006164,1945.0,1811.0,470.0,664.0,1134.0
crm_workflow_075,crm_workflow,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,16.443731899998966,1977.0,1390.0,477.0,890.0,1367.0
crm_workflow_060,crm_workflow,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,22.159817899999325,1994.0,2155.0,479.0,1229.0,1708.0
crm_workflow_044,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,27.400154499991913,1959.0,2353.0,467.0,1639.0,2106.0
crm_workflow_049,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,25.246936700001243,1964.0,2225.0,468.0,1439.0,1907.0
crm_workflow_036,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,30.398838199995225,1958.0,1454.0,470.0,1736.0,2206.0
crm_workflow_077,crm_workflow,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,16.946699600011925,1963.0,1372.0,468.0,975.0,1443.0
crm_workflow_083,crm_workflow,L3,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,15.040626800007885,1954.0,1576.0,471.0,832.0,1303.0
crm_workflow_098,crm_workflow,L4,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,10.025309400007245,2039.0,1360.0,486.0,531.0,1017.0
