task_id,domain,difficulty,model,agent,provider,provider_model,parse_status,parsed,fallback,attempts,latency_s,prompt_chars,raw_output_chars,prompt_tokens,completion_tokens,total_tokens
email_022,email,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,22.653358800000206,1923.0,1231.0,444.0,1188.0,1632.0
calendar_025,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,24.195575899999312,1989.0,1081.0,454.0,1396.0,1850.0
file_doc_029,file_doc,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,22.352402800001073,1908.0,1609.0,446.0,1296.0,1742.0
sheet_db_028,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,24.999528699998336,1939.0,1387.0,453.0,1456.0,1909.0
crm_workflow_021,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,29.432465100000627,1955.0,1418.0,470.0,1715.0,2185.0
email_030,email,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,26.243362700000944,1941.0,1321.0,447.0,1547.0,1994.0
file_doc_022,file_doc,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,27.28718470000058,1897.0,1180.0,439.0,1575.0,2014.0
sheet_db_022,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,26.468681000000288,1936.0,1415.0,454.0,1375.0,1829.0
file_doc_030,file_doc,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,26.73892530000012,1903.0,1873.0,441.0,1475.0,1916.0
crm_workflow_024,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,29.579023999998753,1971.0,3517.0,471.0,1652.0,2123.0
file_doc_023,file_doc,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,35.07578749999993,1911.0,1234.0,446.0,2080.0,2526.0
crm_workflow_025,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,30.083690499999648,1941.0,1557.0,468.0,1799.0,2267.0
calendar_022,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,30.948806200000035,2002.0,2285.0,451.0,1713.0,2164.0
calendar_021,calendar,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,31.911383900000146,2008.0,1528.0,456.0,1873.0,2329.0
sheet_db_023,sheet_db,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,34.06986770000003,1939.0,2003.0,447.0,2000.0,2447.0
crm_workflow_030,crm_workflow,L2,deepseek_v4_flash,direct,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,35.39197160000003,1964.0,1261.0,468.0,2075.0,2543.0
crm_workflow_021,crm_workflow,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,28.556450799998856,1974.0,1513.0,478.0,1916.0,2394.0
crm_workflow_022,crm_workflow,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,21.140365200000815,1975.0,1790.0,473.0,1338.0,1811.0
calendar_022,calendar,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,13.313494899999569,2021.0,890.0,459.0,858.0,1317.0
email_024,email,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,29.17143870000109,1942.0,2229.0,445.0,894.0,1339.0
file_doc_022,file_doc,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,16.06172080000033,1916.0,860.0,447.0,996.0,1443.0
email_023,email,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,57.36208000000079,1917.0,2843.0,434.0,1761.0,2195.0
file_doc_021,file_doc,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,22.81507590000001,1917.0,1730.0,455.0,1532.0,1987.0
sheet_db_021,sheet_db,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,17.972926800001005,1937.0,1409.0,460.0,1079.0,1539.0
calendar_021,calendar,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,20.275403199999346,2027.0,1440.0,464.0,1197.0,1661.0
email_023,email,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,12.772341299998516,1936.0,1811.0,442.0,771.0,1213.0
calendar_022,calendar,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,46.628879199999574,2002.0,2828.0,451.0,1395.0,1846.0
sheet_db_022,sheet_db,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,29.770333300000857,1955.0,2072.0,462.0,2012.0,2474.0
file_doc_023,file_doc,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,13.403832299998612,1930.0,969.0,454.0,801.0,1255.0
sheet_db_022,sheet_db,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,48.373663499998656,1936.0,2501.0,454.0,1723.0,2177.0
email_022,email,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,16.35909509999874,1942.0,1312.0,452.0,921.0,1373.0
email_021,email,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,26.72650049999902,1935.0,2042.0,449.0,1724.0,2173.0
email_021,email,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,54.43998869999996,1916.0,1847.0,441.0,1625.0,2066.0
email_022,email,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,57.10261530000025,1923.0,2634.0,444.0,2044.0,2488.0
calendar_023,calendar,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,22.457323300001008,2014.0,1594.0,456.0,1476.0,1932.0
calendar_021,calendar,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,58.02386470000056,2008.0,2742.0,456.0,1771.0,2227.0
crm_workflow_022,crm_workflow,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,73.16564600000129,1956.0,3137.0,465.0,2291.0,2756.0
file_doc_023,file_doc,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,75.92595849999998,1911.0,1746.0,446.0,2400.0,2846.0
calendar_023,calendar,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,65.68950020000011,1995.0,2150.0,448.0,2400.0,2848.0
crm_workflow_023,crm_workflow,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,71.02280830000018,1961.0,2251.0,470.0,2225.0,2695.0
crm_workflow_023,crm_workflow,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,fallback,False,True,1.0,38.065070699998614,1980.0,0.0,478.0,2400.0,2878.0
calendar_024,calendar,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,36.91436969999995,1988.0,1704.0,454.0,1196.0,1650.0
file_doc_024,file_doc,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,38.592817200000354,1931.0,2021.0,453.0,1209.0,1662.0
file_doc_025,file_doc,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,39.07508489999964,1886.0,1913.0,446.0,1251.0,1697.0
file_doc_022,file_doc,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,77.35842920000141,1897.0,2854.0,439.0,2400.0,2839.0
crm_workflow_021,crm_workflow,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,fallback,False,True,1.0,75.66065459999845,1955.0,0.0,470.0,2400.0,2870.0
file_doc_026,file_doc,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,49.698351200000616,1913.0,2402.0,444.0,1581.0,2025.0
sheet_db_021,sheet_db,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,77.58776249999937,1918.0,297.0,452.0,2400.0,2852.0
file_doc_021,file_doc,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,76.47801059999983,1898.0,1601.0,447.0,2400.0,2847.0
email_029,email,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,36.906164199999694,1915.0,2227.0,439.0,1177.0,1616.0
email_026,email,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,14.32483719999982,1959.0,1624.0,457.0,842.0,1299.0
sheet_db_023,sheet_db,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,20.123904399999446,1958.0,1094.0,455.0,1193.0,1648.0
calendar_024,calendar,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,19.143391399999018,2007.0,1870.0,462.0,1222.0,1684.0
email_027,email,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,36.85946630000035,1919.0,2101.0,436.0,1159.0,1595.0
sheet_db_023,sheet_db,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,57.454889299999195,1939.0,3624.0,447.0,1842.0,2289.0
email_025,email,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,21.49667969999973,1911.0,1114.0,447.0,1320.0,1767.0
file_doc_024,file_doc,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,17.269136299999445,1950.0,1191.0,461.0,1148.0,1609.0
sheet_db_025,sheet_db,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,23.542903800000204,1921.0,1613.0,459.0,1539.0,1998.0
email_024,email,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,11.749634499999956,1961.0,1427.0,453.0,678.0,1131.0
file_doc_028,file_doc,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,73.4773649000017,1949.0,1285.0,455.0,2400.0,2855.0
calendar_027,calendar,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,44.397873800000525,1987.0,2094.0,449.0,1425.0,1874.0
calendar_030,calendar,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,35.87526119999893,2009.0,1988.0,453.0,1163.0,1616.0
crm_workflow_025,crm_workflow,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,15.357568700001138,1960.0,1101.0,476.0,926.0,1402.0
email_025,email,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,62.365279999999984,1892.0,2191.0,439.0,2007.0,2446.0
file_doc_027,file_doc,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,44.86069090000092,1902.0,2346.0,447.0,1446.0,1893.0
crm_workflow_026,crm_workflow,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,48.65871960000004,1969.0,2204.0,469.0,1554.0,2023.0
crm_workflow_026,crm_workflow,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,14.074266499999794,1988.0,2345.0,477.0,909.0,1386.0
file_doc_025,file_doc,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,15.755255800000668,1905.0,1859.0,454.0,1025.0,1479.0
calendar_026,calendar,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,17.369803599998704,2035.0,1438.0,464.0,1070.0,1534.0
calendar_025,calendar,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,16.139504800001305,2008.0,1326.0,462.0,956.0,1418.0
crm_workflow_024,crm_workflow,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,24.517563299999892,1990.0,1509.0,479.0,1593.0,2072.0
crm_workflow_028,crm_workflow,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,48.93616680000014,1987.0,2497.0,472.0,1541.0,2013.0
sheet_db_024,sheet_db,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,34.11251280000033,1944.0,2013.0,458.0,2104.0,2562.0
email_030,email,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,55.586447800000315,1941.0,2513.0,447.0,1803.0,2250.0
email_026,email,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,62.840251499999795,1940.0,3241.0,449.0,2071.0,2520.0
sheet_db_024,sheet_db,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,62.991468799998984,1925.0,2406.0,450.0,2027.0,2477.0
calendar_025,calendar,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,61.23494500000015,1989.0,1447.0,454.0,1996.0,2450.0
email_028,email,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,63.08700469999894,1948.0,2725.0,446.0,2029.0,2475.0
crm_workflow_030,crm_workflow,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,56.026761900000565,1964.0,2166.0,468.0,1794.0,2262.0
file_doc_029,file_doc,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,14.943046700000195,1927.0,989.0,454.0,900.0,1354.0
crm_workflow_027,crm_workflow,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,16.18552339999951,1976.0,1625.0,481.0,1068.0,1549.0
calendar_029,calendar,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,53.43222369999967,2014.0,1567.0,455.0,1705.0,2160.0
email_027,email,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,14.451863300000696,1938.0,1813.0,444.0,945.0,1389.0
file_doc_027,file_doc,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,24.219454300000507,1921.0,1370.0,455.0,1529.0,1984.0
crm_workflow_024,crm_workflow,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,fallback,False,True,1.0,74.26385520000076,1971.0,0.0,471.0,2400.0,2871.0
calendar_027,calendar,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,20.286765799999557,2006.0,1387.0,457.0,1267.0,1724.0
calendar_026,calendar,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,64.54549059999954,2016.0,2522.0,456.0,2127.0,2583.0
calendar_028,calendar,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,58.49546709999959,1994.0,3088.0,456.0,1887.0,2343.0
sheet_db_027,sheet_db,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,19.326864200000273,1954.0,1424.0,456.0,1272.0,1728.0
file_doc_029,file_doc,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,56.349914499998704,1908.0,3828.0,446.0,1818.0,2264.0
sheet_db_029,sheet_db,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,23.530043300001125,1942.0,1146.0,459.0,1460.0,1919.0
file_doc_026,file_doc,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,28.93189639999946,1932.0,1305.0,452.0,1852.0,2304.0
sheet_db_025,sheet_db,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,fallback,False,True,1.0,74.60540180000135,1902.0,0.0,451.0,2400.0,2851.0
sheet_db_026,sheet_db,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,23.82143840000026,1970.0,1422.0,467.0,1540.0,2007.0
email_028,email,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,18.607040400000187,1967.0,1405.0,454.0,1206.0,1660.0
sheet_db_026,sheet_db,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,67.61195880000014,1951.0,2155.0,459.0,2234.0,2693.0
crm_workflow_025,crm_workflow,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,fallback,False,True,1.0,73.77115160000176,1941.0,0.0,468.0,2400.0,2868.0
calendar_028,calendar,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,17.686927799999467,2013.0,1319.0,464.0,1080.0,1544.0
crm_workflow_028,crm_workflow,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,18.34306050000123,2006.0,1782.0,480.0,1216.0,1696.0
sheet_db_027,sheet_db,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,69.09290470000087,1935.0,2223.0,448.0,2231.0,2679.0
file_doc_030,file_doc,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,63.54887469999994,1903.0,3077.0,441.0,2085.0,2526.0
crm_workflow_030,crm_workflow,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,17.26962139999887,1983.0,1178.0,476.0,1098.0,1574.0
sheet_db_028,sheet_db,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,13.312806500000079,1958.0,1504.0,461.0,772.0,1233.0
crm_workflow_029,crm_workflow,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,14.856446800000413,1979.0,2220.0,475.0,956.0,1431.0
sheet_db_030,sheet_db,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,69.74845479999931,1946.0,2027.0,456.0,2272.0,2728.0
crm_workflow_027,crm_workflow,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,fallback,False,True,1.0,74.94349420000071,1957.0,0.0,473.0,2400.0,2873.0
file_doc_028,file_doc,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,18.78054919999886,1968.0,1891.0,463.0,1212.0,1675.0
sheet_db_028,sheet_db,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,74.46739290000005,1939.0,605.0,453.0,2400.0,2853.0
sheet_db_029,sheet_db,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,73.84901089999948,1923.0,639.0,451.0,2400.0,2851.0
calendar_030,calendar,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,14.891804900000352,2028.0,2043.0,461.0,861.0,1322.0
crm_workflow_029,crm_workflow,L2,deepseek_v4_pro,direct,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,73.18737209999927,1960.0,2677.0,467.0,2400.0,2867.0
email_030,email,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,18.227683799999795,1960.0,1078.0,455.0,1118.0,1573.0
calendar_029,calendar,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,22.663293099998555,2033.0,1287.0,463.0,1393.0,1856.0
file_doc_030,file_doc,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,17.90758790000109,1922.0,1974.0,449.0,1162.0,1611.0
sheet_db_030,sheet_db,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,17.4618059000004,1965.0,1943.0,464.0,1022.0,1486.0
email_029,email,L2,deepseek_v4_flash,plan_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,26.34291040000062,1934.0,2049.0,447.0,1650.0,2097.0
email_021,email,L2,deepseek_v4_pro,plan_first,openai_compatible,deepseek-v4-pro,parsed,True,False,1.0,35.85210629999892,1935.0,1790.0,449.0,1343.0,1792.0
email_021,email,L2,deepseek_v4_flash,spec_first,openai_compatible,deepseek-v4-flash,parsed,True,False,1.0,21.063706699998875,1944.0,2307.0,442.0,1285.0,1727.0
