task_id,domain,difficulty,model,agent,trial,execution_mode,spec_parse_status,action_parse_status,task_success,own_spec_pass,self_violation_rate,num_tool_calls,num_mutating_tool_calls,spec_prompt_chars,action_prompt_chars,spec_latency_s,action_latency_s,missing_precondition_steps,unknown_tool_steps,permission_denied_steps,side_effect_steps,confirmation_steps,unique_actions,action_sequence
file_doc_028,file_doc,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,1.0,0.0,5,2,3200,4167,14.480864199998905,25.866552800000136,0,0,0,0,1,5,file.inspect_state file.check_constraints confirm file.apply_update file.share
email_022,email,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,2,0,3200,3880,21.05707060000168,19.63574470000094,0,0,0,0,0,2,email.inspect_state email.check_constraints
file_doc_029,file_doc,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,1.0,0.0,5,2,3200,3863,17.752040499999566,23.27814269999908,0,0,0,0,1,5,file.inspect_state file.check_constraints confirm file.apply_update file.share
crm_workflow_022,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4032,16.225700799999686,25.41101499999968,0,0,0,0,0,1,crm.inspect_state
file_doc_025,file_doc,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,3887,21.392913200001203,20.262787800000297,0,0,0,0,0,1,file.inspect_state
email_025,email,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,2,0,3200,4057,21.3564011999988,22.234735800000635,0,0,0,0,0,2,email.inspect_state email.check_constraints
crm_workflow_026,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,parsed,1.0,1.0,0.0,5,2,3200,3899,18.923813000001246,25.798982300000716,0,0,0,0,1,5,crm.inspect_state crm.check_constraints confirm crm.apply_update send_notification
file_doc_021,file_doc,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,2,0,3200,3832,18.5929799000005,29.62753630000043,0,0,0,0,0,2,file.inspect_state file.check_constraints
email_028,email,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4623,30.99129989999892,17.51098180000008,0,0,0,0,0,1,email.inspect_state
file_doc_026,file_doc,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,1.0,0.0,5,2,3200,4287,24.734407300000385,24.582285599999523,0,0,0,0,1,5,file.inspect_state file.check_constraints confirm file.apply_update file.share
file_doc_022,file_doc,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,3914,24.846204299999954,24.6489533999993,0,0,0,0,0,1,file.inspect_state
email_030,email,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,parsed,1.0,1.0,0.0,5,2,3200,4094,23.206399599999713,26.326555200001167,0,0,0,0,1,5,email.inspect_state email.check_constraints confirm email.apply_update send_email
crm_workflow_027,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,parsed,1.0,1.0,0.0,5,2,3200,3956,23.308367999999973,26.453317600000446,0,0,0,0,1,5,crm.inspect_state crm.check_constraints confirm crm.apply_update send_notification
crm_workflow_025,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,3975,30.599321199999395,19.474275300000954,0,0,0,0,0,1,crm.inspect_state
crm_workflow_028,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,parsed,1.0,1.0,0.0,5,2,3200,4359,24.700850199998968,25.52848300000005,0,0,0,0,1,5,crm.inspect_state crm.check_constraints confirm crm.apply_update send_notification
calendar_021,calendar,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,3200,3868,12.633806600000753,39.059621000000334,0,0,0,0,0,0,
file_doc_023,file_doc,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,2,0,3200,3957,24.29002109999965,27.82752199999959,0,0,0,0,0,2,file.inspect_state file.check_constraints
file_doc_030,file_doc,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,1.0,0.0,5,2,3200,4066,18.93367969999963,33.57618369999909,0,0,0,0,1,5,file.inspect_state file.check_constraints confirm file.apply_update file.share
sheet_db_030,sheet_db,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,0.5,5,2,3200,4381,18.4763712999993,34.03885470000023,0,0,0,0,1,5,sheet.inspect_state sheet.check_constraints confirm sheet.apply_update sheet.append_audit_log
calendar_028,calendar,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,3200,4116,13.185406000000512,39.348494500000015,0,0,0,0,0,0,
calendar_023,calendar,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,3200,4281,14.721180999998978,38.314329000000726,0,0,0,0,0,0,
calendar_027,calendar,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,0.3333333333333333,5,2,3200,4113,19.540310999998837,34.48922979999952,0,0,0,0,1,5,calendar.inspect_state calendar.check_constraints confirm calendar.apply_update send_invites
calendar_025,calendar,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4203,37.65965739999956,17.096502800000962,0,0,0,0,0,1,calendar.inspect_state
sheet_db_026,sheet_db,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,3200,3953,16.636527099999512,39.12251540000034,0,0,0,0,0,0,
crm_workflow_023,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4000,38.89523349999945,17.397537299999385,0,0,0,0,0,1,crm.inspect_state
sheet_db_024,sheet_db,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,2,0,3200,4111,25.09679099999994,31.289477300000726,0,0,0,0,0,2,sheet.inspect_state sheet.check_constraints
crm_workflow_029,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4048,34.9650743000002,23.47966280000037,0,0,0,0,0,1,crm.inspect_state
sheet_db_023,sheet_db,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,3200,4320,19.53754520000075,39.8475097999999,0,0,0,0,0,0,
calendar_030,calendar,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,3200,4348,17.79169120000006,42.02059029999873,0,0,0,0,0,0,
calendar_029,calendar,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,3200,4169,17.096694699999716,43.391016199999285,0,0,0,0,0,0,
sheet_db_028,sheet_db,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,1.0,0.0,5,2,3200,3970,26.281512999999904,36.046284599999126,0,0,0,0,1,5,sheet.inspect_state sheet.check_constraints confirm sheet.apply_update sheet.append_audit_log
file_doc_024,file_doc,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,0.3333333333333333,5,2,3200,4373,31.619410000001153,33.385484300000826,0,0,0,0,1,5,file.inspect_state file.check_constraints confirm file.apply_update file.share
calendar_026,calendar,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,3200,4073,24.65654010000071,41.11291709999932,0,0,0,0,0,0,
email_027,email,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,parsed,1.0,1.0,0.0,5,2,3200,4126,35.23302479999984,30.76651740000125,0,0,0,0,1,5,email.inspect_state email.check_constraints confirm email.apply_update send_email
calendar_022,calendar,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,3200,4213,24.24577709999903,42.68413750000036,0,0,0,0,0,0,
sheet_db_029,sheet_db,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4089,34.585586900000635,32.39798770000016,0,0,0,0,0,1,sheet.inspect_state
file_doc_027,file_doc,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4048,31.51923859999988,36.05369300000166,0,0,0,0,0,1,file.inspect_state
sheet_db_025,sheet_db,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,3200,3750,27.243002299999716,40.43708869999864,0,0,0,0,0,0,
sheet_db_022,sheet_db,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,3200,4283,36.416870999999446,41.793188499999815,0,0,0,0,0,0,
email_021,email,L2,deepseek_v4_flash,plan_first_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,3931,9.9978701,11.147706199999448,0,0,0,0,0,1,email.inspect_state
email_023,email,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4860,48.19682119999925,33.17401659999996,0,0,0,0,0,1,email.inspect_state
sheet_db_021,sheet_db,L2,deepseek_v4_flash,direct_token_matched,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,3200,4000,39.756459399999585,42.99927639999987,0,0,0,0,0,0,
file_doc_029,file_doc,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,2,0,3200,4286,31.781561199999487,9.350827000000208,0,0,0,0,0,1,file.inspect_state
crm_workflow_022,crm_workflow,L2,deepseek_v4_flash,plan_first_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4048,12.548974400000589,17.911707000001115,0,0,0,0,0,1,crm.inspect_state
calendar_022,calendar,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,fallback,parsed,0.0,0.0,1.0,1,0,3200,3953,80.14609310000014,16.79575719999957,0,0,0,0,0,1,calendar.inspect_state
email_030,email,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4462,36.13790449999942,8.743810199999643,0,0,0,0,0,1,email.inspect_state
email_025,email,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4336,52.9255749999993,10.61556070000006,0,0,0,0,0,1,email.inspect_state
email_028,email,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4654,41.896743700001025,10.002164799998354,0,0,0,0,0,1,email.inspect_state
calendar_021,calendar,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4616,58.128124599999865,43.94325039999967,0,0,0,0,0,1,calendar.inspect_state
file_doc_022,file_doc,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4299,55.47229289999996,47.820146099998965,0,0,0,0,0,1,file.inspect_state
crm_workflow_022,crm_workflow,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4729,50.92096390000006,52.51840690000063,0,0,0,0,0,1,crm.inspect_state
email_022,email,L2,deepseek_v4_flash,plan_first_token_matched,0,tool_plan_executor,parsed,parsed,1.0,1.0,0.0,5,2,3200,3744,9.971382700001413,30.443963699999586,0,0,0,0,1,5,email.inspect_state email.check_constraints confirm email.apply_update send_email
sheet_db_021,sheet_db,L2,deepseek_v4_flash,plan_first_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,3900,22.828560699999798,22.644444999999905,0,0,0,0,0,1,sheet.inspect_state
email_021,email,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,parsed,1.0,1.0,0.0,5,2,3200,4809,56.03533419999985,55.35407420000047,0,0,0,0,1,5,email.inspect_state email.check_constraints confirm email.apply_update send_email
sheet_db_022,sheet_db,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4262,68.07392849999997,44.00314299999991,0,0,0,0,0,1,sheet.inspect_state
file_doc_021,file_doc,L2,deepseek_v4_flash,plan_first_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,0.3333333333333333,5,2,3200,3897,19.939918000000034,32.89622539999982,0,0,0,0,1,5,file.inspect_state file.check_constraints confirm file.apply_update file.share
calendar_021,calendar,L2,deepseek_v4_flash,plan_first_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,2,0,3200,4203,16.406532700000753,38.482326999999714,0,0,0,0,0,2,calendar.inspect_state calendar.check_constraints
calendar_023,calendar,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,3200,4694,38.2057549000001,75.32466329999988,0,0,0,0,0,0,
crm_workflow_021,crm_workflow,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,3200,4198,43.06817260000025,72.21539380000104,0,0,0,0,0,0,
sheet_db_024,sheet_db,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4800,33.21480789999987,46.3716203999993,0,0,0,0,0,1,sheet.inspect_state
file_doc_025,file_doc,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4660,52.4216368999987,24.977584399999614,0,0,0,0,0,1,file.inspect_state
email_023,email,L2,deepseek_v4_flash,plan_first_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,3812,14.741716900000029,23.423119099999894,0,0,0,0,0,1,email.inspect_state
file_doc_021,file_doc,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4527,57.268879999999626,59.11523209999905,0,0,0,0,0,1,file.inspect_state
file_doc_026,file_doc,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4006,54.145253499998944,23.426056199999948,0,0,0,0,0,1,file.inspect_state
crm_workflow_023,crm_workflow,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,3200,4436,45.29410749999988,74.085074300001,0,0,0,0,0,0,
sheet_db_022,sheet_db,L2,deepseek_v4_flash,plan_first_token_matched,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,3200,4185,12.671624899998278,39.81762870000057,0,0,0,0,0,0,
crm_workflow_021,crm_workflow,L2,deepseek_v4_flash,plan_first_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4155,27.56027759999961,33.13901250000163,0,0,0,0,0,1,crm.inspect_state
calendar_022,calendar,L2,deepseek_v4_flash,plan_first_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4328,32.71675189999951,23.70370019999973,0,0,0,0,0,1,calendar.inspect_state
calendar_027,calendar,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,0.3333333333333333,5,2,3200,4126,38.23726050000005,40.505770399999165,0,0,0,0,1,5,calendar.inspect_state calendar.check_constraints confirm calendar.apply_update send_invites
email_022,email,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,3200,4191,49.46972380000079,75.64860889999909,0,0,0,0,0,0,
calendar_028,calendar,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4867,45.93298420000065,29.95369380000011,0,0,0,0,0,1,calendar.inspect_state
crm_workflow_024,crm_workflow,L2,deepseek_v4_flash,plan_first_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,2,0,3200,4237,16.160719999999856,17.558777299998837,0,0,0,0,0,2,crm.inspect_state crm.check_constraints
crm_workflow_023,crm_workflow,L2,deepseek_v4_flash,plan_first_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,3817,32.95918299999903,27.945488399998794,0,0,0,0,0,1,crm.inspect_state
email_029,email,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4417,68.09484570000131,8.014807399998972,0,0,0,0,0,1,email.inspect_state
sheet_db_023,sheet_db,L2,deepseek_v4_flash,plan_first_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4396,26.41730479999933,21.16626869999891,0,0,0,0,0,1,sheet.inspect_state
email_024,email,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,parsed,1.0,1.0,0.0,5,2,3200,4165,30.264033299999937,68.22948220000035,0,0,0,0,1,5,email.inspect_state email.check_constraints confirm email.apply_update send_email
file_doc_022,file_doc,L2,deepseek_v4_flash,plan_first_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4019,30.736684600000444,35.83026190000055,0,0,0,0,0,1,file.inspect_state
calendar_030,calendar,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4616,46.603350800000044,32.99601829999847,0,0,0,0,0,1,calendar.inspect_state
file_doc_023,file_doc,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,3200,4466,61.7143073999996,73.63317940000161,0,0,0,0,0,0,
crm_workflow_025,crm_workflow,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,0.5,5,2,3200,4257,38.84654469999987,61.78451219999988,0,0,0,0,1,5,crm.inspect_state crm.check_constraints confirm crm.apply_update send_notification
file_doc_027,file_doc,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,1.0,0.0,5,2,3200,4313,51.881756900000255,37.896540700001424,0,0,0,0,1,5,file.inspect_state file.check_constraints confirm file.apply_update file.share
email_024,email,L2,deepseek_v4_flash,plan_first_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,3200,3579,18.532930999999735,24.482146600001215,0,0,0,0,1,5,email.inspect_state email.check_constraints confirm email.apply_update send_email
email_025,email,L2,deepseek_v4_flash,plan_first_token_matched,0,tool_plan_executor,parsed,parsed,1.0,1.0,0.0,5,2,3200,4004,16.875639600000795,20.685618200001045,0,0,0,0,1,5,email.inspect_state email.check_constraints confirm email.apply_update send_email
calendar_024,calendar,L2,deepseek_v4_flash,plan_first_token_matched,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,3200,4127,15.35821290000058,42.5128382999992,0,0,0,0,0,0,
file_doc_023,file_doc,L2,deepseek_v4_flash,plan_first_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,2,0,3200,4517,31.3085745999997,28.908970899999986,0,0,0,0,0,2,file.inspect_state file.check_constraints
file_doc_024,file_doc,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,3200,4546,35.88822280000022,71.99071559999902,0,0,0,0,0,0,
email_028,email,L2,deepseek_v4_flash,plan_first_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4306,12.710324399999081,9.734820700001364,0,0,0,0,0,1,email.inspect_state
file_doc_024,file_doc,L2,deepseek_v4_flash,plan_first_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4031,26.117621400000644,19.52812360000098,0,0,0,0,0,1,file.inspect_state
calendar_023,calendar,L2,deepseek_v4_flash,plan_first_token_matched,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,3200,4170,33.41236290000052,42.208856000001106,0,0,0,0,0,0,
sheet_db_024,sheet_db,L2,deepseek_v4_flash,plan_first_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4337,32.62723349999942,14.07433040000069,0,0,0,0,0,1,sheet.inspect_state
calendar_024,calendar,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,3200,4330,42.90047249999952,75.90273759999945,0,0,0,0,0,0,
email_027,email,L2,deepseek_v4_flash,plan_first_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4225,22.65067959999942,10.145487399999183,0,0,0,0,0,1,email.inspect_state
crm_workflow_028,crm_workflow,L2,deepseek_v4_flash,plan_first_token_matched,0,tool_plan_executor,parsed,parsed,1.0,1.0,0.0,5,2,3200,4033,17.026267299999745,15.916430999999648,0,0,0,0,1,5,crm.inspect_state crm.check_constraints confirm crm.apply_update send_notification
calendar_025,calendar,L2,deepseek_v4_flash,plan_first_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,0.3333333333333333,5,2,3200,4130,12.711169500000324,37.952175200000056,0,0,0,0,1,5,calendar.inspect_state calendar.check_constraints confirm calendar.apply_update send_invites
email_026,email,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,0.5,5,2,3200,4655,49.558919699999024,61.74690809999993,0,0,0,0,1,5,email.inspect_state email.check_constraints confirm email.apply_update send_email
crm_workflow_026,crm_workflow,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,3200,3737,48.42396580000059,63.5788536,0,0,0,0,0,0,
crm_workflow_025,crm_workflow,L2,deepseek_v4_flash,plan_first_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,3989,26.72846759999993,24.673526099999435,0,0,0,0,0,1,crm.inspect_state
calendar_025,calendar,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,3200,4223,41.58084229999986,74.93146890000025,0,0,0,0,0,0,
crm_workflow_024,crm_workflow,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,3200,4418,49.463248800000656,71.27039059999879,0,0,0,0,0,0,
sheet_db_021,sheet_db,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,fallback,invalid_no_fallback,0.0,0.0,1.0,0,0,3200,3835,78.7323938999998,75.79642830000012,0,0,0,0,0,0,
sheet_db_025,sheet_db,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,3200,4540,39.24372360000052,75.07666509999945,0,0,0,0,0,0,
email_026,email,L2,deepseek_v4_flash,plan_first_token_matched,0,tool_plan_executor,parsed,parsed,1.0,1.0,0.0,5,2,3200,3960,24.46303529999932,19.39907780000067,0,0,0,0,1,5,email.inspect_state email.check_constraints confirm email.apply_update send_email
sheet_db_025,sheet_db,L2,deepseek_v4_flash,plan_first_token_matched,0,tool_plan_executor,parsed,parsed,0.0,1.0,0.0,5,2,3200,3898,30.719371900000624,21.265564999999697,0,0,0,0,1,5,sheet.inspect_state sheet.check_constraints confirm sheet.apply_update sheet.append_audit_log
crm_workflow_026,crm_workflow,L2,deepseek_v4_flash,plan_first_token_matched,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,3200,4237,13.019637999999759,35.35418019999997,0,0,0,0,0,1,crm.inspect_state
email_027,email,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,parsed,1.0,1.0,0.0,5,2,3200,4578,53.38223409999955,54.366469900000084,0,0,0,0,1,5,email.inspect_state email.check_constraints confirm email.apply_update send_email
calendar_026,calendar,L2,deepseek_v4_pro,direct_token_matched,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,3200,4782,43.75023499999952,72.67548540000098,0,0,0,0,0,0,
