task_id,domain,difficulty,agent,model,trial,cc_precision,cc_recall,cc_f1,success_f1,failure_f1,required_observation_recall,overconstraint_rate,underspecification_rate,donespec_valid,near_miss_detection_rate,near_miss_false_accept_rate,valid_accept_rate,verifier_robustness_balanced_accuracy,task_success,own_spec_pass,spec_action_consistency,self_violation_rate,quadrant,invalid_taxon,invalid_taxon_description
file_doc_025,file_doc,L2,spec_first_token_matched,deepseek_v4_pro,0,1.0,0.36363636363636365,0.5333333333333333,0.4444444444444445,0.6666666666666666,0.5,0.0,0.6363636363636364,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
email_030,email,L2,spec_first_token_matched,deepseek_v4_pro,0,1.0,0.36363636363636365,0.5333333333333333,0.25,0.6666666666666666,1.0,0.0,0.6363636363636364,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
crm_workflow_029,crm_workflow,L2,plan_first_token_matched,deepseek_v4_pro,0,1.0,0.45454545454545453,0.625,0.4444444444444445,0.6666666666666666,1.0,0.0,0.5454545454545454,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
file_doc_029,file_doc,L2,spec_first_token_matched,deepseek_v4_flash,0,1.0,0.45454545454545453,0.625,0.7272727272727273,0.0,0.5,0.0,0.5454545454545454,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
sheet_db_028,sheet_db,L2,spec_first_token_matched,deepseek_v4_flash,0,1.0,0.45454545454545453,0.625,0.6,0.6666666666666666,0.5,0.0,0.5454545454545454,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
file_doc_021,file_doc,L2,spec_first_token_matched,deepseek_v4_pro,0,1.0,0.45454545454545453,0.625,0.25,1.0,1.0,0.0,0.5454545454545454,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
sheet_db_023,sheet_db,L2,spec_first_token_matched,deepseek_v4_pro,0,1.0,0.45454545454545453,0.625,0.4444444444444445,0.6666666666666666,1.0,0.0,0.5454545454545454,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
sheet_db_027,sheet_db,L2,spec_first_token_matched,deepseek_v4_pro,0,1.0,0.45454545454545453,0.625,0.25,1.0,1.0,0.0,0.5454545454545454,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
email_024,email,L2,spec_first_token_matched,deepseek_v4_pro,0,1.0,0.45454545454545453,0.625,0.4444444444444445,0.6666666666666666,1.0,0.0,0.5454545454545454,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
email_028,email,L2,spec_first_token_matched,deepseek_v4_pro,0,1.0,0.45454545454545453,0.625,0.7272727272727273,0.0,0.5,0.0,0.5454545454545454,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
crm_workflow_027,crm_workflow,L2,spec_first_token_matched,deepseek_v4_pro,0,1.0,0.45454545454545453,0.625,0.6,0.6666666666666666,0.5,0.0,0.5454545454545454,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
email_028,email,L2,spec_first_token_matched,deepseek_v4_flash,0,1.0,0.6363636363636364,0.7777777777777778,0.8333333333333333,0.6666666666666666,0.5,0.0,0.36363636363636365,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,good_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
file_doc_022,file_doc,L2,spec_first_token_matched,deepseek_v4_pro,0,1.0,0.6363636363636364,0.7777777777777778,0.7272727272727273,0.6666666666666666,1.0,0.0,0.36363636363636365,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,good_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
email_027,email,L2,spec_first_token_matched,deepseek_v4_pro,0,1.0,0.6363636363636364,0.7777777777777778,0.8333333333333333,0.6666666666666666,0.5,0.0,0.36363636363636365,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,good_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
