model,agent,task_id,k,task_success_pass_at_k,donespec_valid_pass_at_k,all_trials_consistent_success
deepseek_v4_flash,direct,calendar_057,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_058,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_059,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_060,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_061,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_062,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_063,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_064,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_065,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_066,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_067,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_068,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_069,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_070,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_071,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_072,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_073,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_074,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_075,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_076,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_077,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_078,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_079,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_080,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_081,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_082,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_083,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_084,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_085,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_086,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_087,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_088,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_089,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_090,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_091,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_092,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_093,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_094,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_095,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_096,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_097,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_098,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_099,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_100,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_101,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_102,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_103,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_104,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_105,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_106,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_107,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_108,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_109,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_110,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_111,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_112,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_113,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_114,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_115,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_116,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_117,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_118,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_119,1,0.0,1.0,1.0
deepseek_v4_flash,direct,calendar_120,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_021,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_022,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_023,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_024,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_025,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_026,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_027,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_028,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_029,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_030,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_031,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_032,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_033,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_034,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_035,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_036,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_037,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_038,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_039,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_040,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_041,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_042,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_043,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_044,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_045,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_046,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_047,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_048,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_049,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_050,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_051,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_052,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_053,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_054,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_055,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_056,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_057,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_058,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_059,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_060,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_061,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_062,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_063,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_064,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_065,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_066,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_067,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_068,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_069,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_070,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_071,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_072,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_073,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_074,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_075,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_076,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_077,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_078,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_079,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_080,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_081,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_082,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_083,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_084,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_085,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_086,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_087,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_088,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_089,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_090,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_091,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_092,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_093,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_094,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_095,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_096,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_097,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_098,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_099,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_100,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_101,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_102,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_103,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_104,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_105,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_106,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_107,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_108,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_109,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_110,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_111,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_112,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_113,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_114,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_115,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_116,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_117,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_118,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_119,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_120,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_021,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_022,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_023,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_024,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_025,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_026,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_027,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_028,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_029,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_030,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_031,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_032,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_033,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_034,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_035,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_036,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_037,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_038,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_039,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_040,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_041,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_042,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_043,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_044,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_045,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_046,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_047,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_048,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_049,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_050,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_051,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_052,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_053,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_054,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_055,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_056,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_057,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_058,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_059,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_060,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_061,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_062,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_063,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_064,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_065,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_066,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_067,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_068,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_069,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_070,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_071,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_072,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_073,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_074,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_075,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_076,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_077,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_078,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_079,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_080,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_081,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_082,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_083,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_084,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_085,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_086,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_087,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_088,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_089,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_090,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_091,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_092,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_093,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_094,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_095,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_096,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_097,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_098,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_099,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_100,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_101,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_102,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_103,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_104,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_105,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_106,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_107,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_108,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_109,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_110,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_111,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_112,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_113,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_114,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_115,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_116,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_117,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_118,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_119,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_120,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_021,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_022,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_023,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_024,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_025,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_026,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_027,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_028,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_029,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_030,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_031,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_032,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_033,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_034,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_035,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_036,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_037,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_038,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_039,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_040,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_041,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_042,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_043,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_044,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_045,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_046,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_047,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_048,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_049,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_050,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_051,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_052,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_053,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_054,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_055,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_056,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_057,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_058,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_059,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_060,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_061,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_062,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_063,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_064,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_065,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_066,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_067,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_068,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_069,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_070,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_071,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_072,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_073,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_074,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_075,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_076,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_077,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_078,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_079,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_080,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_081,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_082,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_083,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_084,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_085,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_086,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_087,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_088,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_089,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_090,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_091,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_092,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_093,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_094,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_095,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_096,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_097,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_098,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_099,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_100,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_101,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_102,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_103,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_104,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_105,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_106,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_107,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_108,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_109,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_110,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_111,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_112,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_113,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_114,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_115,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_116,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_117,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_118,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_119,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_120,1,0.0,1.0,1.0
deepseek_v4_flash,direct,sheet_db_021,1,0.0,1.0,1.0
deepseek_v4_flash,direct,sheet_db_022,1,0.0,1.0,1.0
