model,agent,task_id,k,task_success_pass_at_k,donespec_valid_pass_at_k,all_trials_consistent_success
deepseek_v4_flash,direct,crm_workflow_036,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_037,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_038,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_039,1,0.0,1.0,1.0
deepseek_v4_flash,direct,crm_workflow_040,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_021,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_022,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_023,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_024,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_025,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_026,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_027,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_028,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_029,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_030,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_031,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_032,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_033,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_034,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_035,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_036,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_037,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_038,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_039,1,0.0,1.0,1.0
deepseek_v4_flash,direct,email_040,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_021,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_022,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_023,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_024,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_025,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_026,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_027,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_028,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_029,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_030,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_031,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_032,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_033,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_034,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_035,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_036,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_037,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_038,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_039,1,0.0,1.0,1.0
deepseek_v4_flash,direct,file_doc_040,1,0.0,1.0,1.0
deepseek_v4_flash,direct,sheet_db_021,1,0.0,1.0,1.0
deepseek_v4_flash,direct,sheet_db_022,1,0.0,1.0,1.0
deepseek_v4_flash,direct,sheet_db_023,1,0.0,1.0,1.0
deepseek_v4_flash,direct,sheet_db_024,1,0.0,1.0,1.0
deepseek_v4_flash,direct,sheet_db_025,1,0.0,1.0,1.0
deepseek_v4_flash,direct,sheet_db_026,1,0.0,1.0,1.0
deepseek_v4_flash,direct,sheet_db_027,1,0.0,1.0,1.0
deepseek_v4_flash,direct,sheet_db_028,1,0.0,1.0,1.0
deepseek_v4_flash,direct,sheet_db_029,1,0.0,1.0,1.0
deepseek_v4_flash,direct,sheet_db_030,1,0.0,1.0,1.0
deepseek_v4_flash,direct,sheet_db_031,1,0.0,1.0,1.0
deepseek_v4_flash,direct,sheet_db_032,1,0.0,1.0,1.0
deepseek_v4_flash,direct,sheet_db_033,1,0.0,1.0,1.0
deepseek_v4_flash,direct,sheet_db_034,1,0.0,1.0,1.0
deepseek_v4_flash,direct,sheet_db_035,1,0.0,1.0,1.0
deepseek_v4_flash,direct,sheet_db_036,1,0.0,1.0,1.0
deepseek_v4_flash,direct,sheet_db_037,1,0.0,1.0,1.0
deepseek_v4_flash,direct,sheet_db_038,1,0.0,1.0,1.0
deepseek_v4_flash,direct,sheet_db_039,1,0.0,1.0,1.0
deepseek_v4_flash,direct,sheet_db_040,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,calendar_021,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,calendar_022,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,calendar_023,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,calendar_024,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,calendar_025,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,calendar_026,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,calendar_027,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,calendar_028,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,calendar_029,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,calendar_030,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,calendar_031,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,calendar_032,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,calendar_033,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,calendar_034,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,calendar_035,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,calendar_036,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,calendar_037,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,calendar_038,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,calendar_039,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,calendar_040,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,crm_workflow_021,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,crm_workflow_022,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,crm_workflow_023,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,crm_workflow_024,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,crm_workflow_025,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,crm_workflow_026,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,crm_workflow_027,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,crm_workflow_028,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,crm_workflow_029,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,crm_workflow_030,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,crm_workflow_031,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,crm_workflow_032,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,crm_workflow_033,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,crm_workflow_034,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,crm_workflow_035,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,crm_workflow_036,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,crm_workflow_037,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,crm_workflow_038,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,crm_workflow_039,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,crm_workflow_040,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,email_021,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,email_022,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,email_023,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,email_024,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,email_025,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,email_026,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,email_027,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,email_028,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,email_029,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,email_030,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,email_031,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,email_032,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,email_033,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,email_034,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,email_035,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,email_036,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,email_037,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,email_038,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,email_039,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,email_040,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,file_doc_021,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,file_doc_022,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,file_doc_023,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,file_doc_024,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,file_doc_025,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,file_doc_026,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,file_doc_027,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,file_doc_028,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,file_doc_029,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,file_doc_030,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,file_doc_031,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,file_doc_032,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,file_doc_033,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,file_doc_034,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,file_doc_035,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,file_doc_036,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,file_doc_037,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,file_doc_038,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,file_doc_039,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,file_doc_040,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,sheet_db_021,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,sheet_db_022,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,sheet_db_023,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,sheet_db_024,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,sheet_db_025,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,sheet_db_026,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,sheet_db_027,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,sheet_db_028,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,sheet_db_029,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,sheet_db_030,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,sheet_db_031,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,sheet_db_032,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,sheet_db_033,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,sheet_db_034,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,sheet_db_035,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,sheet_db_036,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,sheet_db_037,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,sheet_db_038,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,sheet_db_039,1,0.0,1.0,1.0
deepseek_v4_flash,plan_first,sheet_db_040,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,calendar_021,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,calendar_022,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,calendar_023,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,calendar_024,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,calendar_025,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,calendar_026,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,calendar_027,1,0.0,0.0,1.0
deepseek_v4_flash,spec_first,calendar_028,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,calendar_029,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,calendar_030,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,calendar_031,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,calendar_032,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,calendar_033,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,calendar_034,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,calendar_035,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,calendar_036,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,calendar_037,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,calendar_038,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,calendar_039,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,calendar_040,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,crm_workflow_021,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,crm_workflow_022,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,crm_workflow_023,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,crm_workflow_024,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,crm_workflow_025,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,crm_workflow_026,1,1.0,1.0,1.0
deepseek_v4_flash,spec_first,crm_workflow_027,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,crm_workflow_028,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,crm_workflow_029,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,crm_workflow_030,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,crm_workflow_031,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,crm_workflow_032,1,0.0,0.0,1.0
deepseek_v4_flash,spec_first,crm_workflow_033,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,crm_workflow_034,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,crm_workflow_035,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,crm_workflow_036,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,crm_workflow_037,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,crm_workflow_038,1,1.0,1.0,1.0
deepseek_v4_flash,spec_first,crm_workflow_039,1,0.0,0.0,1.0
deepseek_v4_flash,spec_first,crm_workflow_040,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,email_021,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,email_022,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,email_023,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,email_024,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,email_025,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,email_026,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,email_027,1,0.0,0.0,1.0
deepseek_v4_flash,spec_first,email_028,1,1.0,1.0,1.0
deepseek_v4_flash,spec_first,email_029,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,email_030,1,0.0,0.0,1.0
deepseek_v4_flash,spec_first,email_031,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,email_032,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,email_033,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,email_034,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,email_035,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,email_036,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,email_037,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,email_038,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,email_039,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,email_040,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,file_doc_021,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,file_doc_022,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,file_doc_023,1,0.0,0.0,1.0
deepseek_v4_flash,spec_first,file_doc_024,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,file_doc_025,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,file_doc_026,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,file_doc_027,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,file_doc_028,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,file_doc_029,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,file_doc_030,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,file_doc_031,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,file_doc_032,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,file_doc_033,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,file_doc_034,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,file_doc_035,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,file_doc_036,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,file_doc_037,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,file_doc_038,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,file_doc_039,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,file_doc_040,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,sheet_db_021,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,sheet_db_022,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,sheet_db_023,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,sheet_db_024,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,sheet_db_025,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,sheet_db_026,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,sheet_db_027,1,1.0,1.0,1.0
deepseek_v4_flash,spec_first,sheet_db_028,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,sheet_db_029,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,sheet_db_030,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,sheet_db_031,1,1.0,1.0,1.0
deepseek_v4_flash,spec_first,sheet_db_032,1,1.0,1.0,1.0
deepseek_v4_flash,spec_first,sheet_db_033,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,sheet_db_034,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,sheet_db_035,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,sheet_db_036,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,sheet_db_037,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,sheet_db_038,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,sheet_db_039,1,0.0,1.0,1.0
deepseek_v4_flash,spec_first,sheet_db_040,1,0.0,1.0,1.0
deepseek_v4_pro,direct,calendar_021,1,0.0,1.0,1.0
deepseek_v4_pro,direct,calendar_022,1,0.0,1.0,1.0
deepseek_v4_pro,direct,calendar_023,1,0.0,1.0,1.0
deepseek_v4_pro,direct,calendar_024,1,0.0,1.0,1.0
deepseek_v4_pro,direct,calendar_025,1,0.0,1.0,1.0
deepseek_v4_pro,direct,calendar_026,1,0.0,0.0,1.0
deepseek_v4_pro,direct,calendar_027,1,0.0,1.0,1.0
deepseek_v4_pro,direct,calendar_028,1,0.0,1.0,1.0
deepseek_v4_pro,direct,calendar_029,1,0.0,1.0,1.0
deepseek_v4_pro,direct,calendar_030,1,0.0,1.0,1.0
deepseek_v4_pro,direct,calendar_031,1,0.0,1.0,1.0
deepseek_v4_pro,direct,calendar_032,1,0.0,1.0,1.0
deepseek_v4_pro,direct,calendar_033,1,0.0,1.0,1.0
deepseek_v4_pro,direct,calendar_034,1,0.0,1.0,1.0
deepseek_v4_pro,direct,calendar_035,1,0.0,1.0,1.0
deepseek_v4_pro,direct,calendar_036,1,0.0,1.0,1.0
deepseek_v4_pro,direct,calendar_037,1,0.0,1.0,1.0
deepseek_v4_pro,direct,calendar_038,1,0.0,1.0,1.0
deepseek_v4_pro,direct,calendar_039,1,0.0,1.0,1.0
deepseek_v4_pro,direct,calendar_040,1,0.0,1.0,1.0
deepseek_v4_pro,direct,crm_workflow_021,1,0.0,1.0,1.0
deepseek_v4_pro,direct,crm_workflow_022,1,0.0,1.0,1.0
deepseek_v4_pro,direct,crm_workflow_023,1,0.0,1.0,1.0
deepseek_v4_pro,direct,crm_workflow_024,1,0.0,1.0,1.0
deepseek_v4_pro,direct,crm_workflow_025,1,0.0,1.0,1.0
deepseek_v4_pro,direct,crm_workflow_026,1,0.0,1.0,1.0
deepseek_v4_pro,direct,crm_workflow_027,1,0.0,1.0,1.0
deepseek_v4_pro,direct,crm_workflow_028,1,0.0,1.0,1.0
deepseek_v4_pro,direct,crm_workflow_029,1,0.0,1.0,1.0
deepseek_v4_pro,direct,crm_workflow_030,1,0.0,1.0,1.0
deepseek_v4_pro,direct,crm_workflow_031,1,0.0,1.0,1.0
deepseek_v4_pro,direct,crm_workflow_032,1,0.0,1.0,1.0
deepseek_v4_pro,direct,crm_workflow_033,1,0.0,1.0,1.0
deepseek_v4_pro,direct,crm_workflow_034,1,0.0,1.0,1.0
deepseek_v4_pro,direct,crm_workflow_035,1,0.0,1.0,1.0
deepseek_v4_pro,direct,crm_workflow_036,1,0.0,1.0,1.0
deepseek_v4_pro,direct,crm_workflow_037,1,0.0,1.0,1.0
deepseek_v4_pro,direct,crm_workflow_038,1,0.0,1.0,1.0
deepseek_v4_pro,direct,crm_workflow_039,1,0.0,1.0,1.0
deepseek_v4_pro,direct,crm_workflow_040,1,0.0,1.0,1.0
deepseek_v4_pro,direct,email_021,1,0.0,1.0,1.0
deepseek_v4_pro,direct,email_022,1,0.0,1.0,1.0
deepseek_v4_pro,direct,email_023,1,0.0,1.0,1.0
deepseek_v4_pro,direct,email_024,1,0.0,1.0,1.0
deepseek_v4_pro,direct,email_025,1,0.0,1.0,1.0
deepseek_v4_pro,direct,email_026,1,0.0,1.0,1.0
deepseek_v4_pro,direct,email_027,1,0.0,1.0,1.0
deepseek_v4_pro,direct,email_028,1,0.0,1.0,1.0
deepseek_v4_pro,direct,email_029,1,0.0,1.0,1.0
deepseek_v4_pro,direct,email_030,1,0.0,1.0,1.0
deepseek_v4_pro,direct,email_031,1,0.0,1.0,1.0
deepseek_v4_pro,direct,email_032,1,0.0,1.0,1.0
deepseek_v4_pro,direct,email_033,1,0.0,1.0,1.0
deepseek_v4_pro,direct,email_034,1,0.0,1.0,1.0
deepseek_v4_pro,direct,email_035,1,0.0,1.0,1.0
deepseek_v4_pro,direct,email_036,1,0.0,1.0,1.0
deepseek_v4_pro,direct,email_037,1,0.0,1.0,1.0
deepseek_v4_pro,direct,email_038,1,0.0,1.0,1.0
deepseek_v4_pro,direct,email_039,1,0.0,1.0,1.0
deepseek_v4_pro,direct,email_040,1,0.0,1.0,1.0
deepseek_v4_pro,direct,file_doc_021,1,0.0,1.0,1.0
deepseek_v4_pro,direct,file_doc_022,1,0.0,1.0,1.0
deepseek_v4_pro,direct,file_doc_023,1,0.0,1.0,1.0
deepseek_v4_pro,direct,file_doc_024,1,0.0,1.0,1.0
deepseek_v4_pro,direct,file_doc_025,1,0.0,1.0,1.0
deepseek_v4_pro,direct,file_doc_026,1,0.0,1.0,1.0
deepseek_v4_pro,direct,file_doc_027,1,0.0,1.0,1.0
deepseek_v4_pro,direct,file_doc_028,1,0.0,1.0,1.0
deepseek_v4_pro,direct,file_doc_029,1,0.0,1.0,1.0
deepseek_v4_pro,direct,file_doc_030,1,0.0,1.0,1.0
deepseek_v4_pro,direct,file_doc_031,1,0.0,1.0,1.0
deepseek_v4_pro,direct,file_doc_032,1,0.0,1.0,1.0
deepseek_v4_pro,direct,file_doc_033,1,0.0,1.0,1.0
deepseek_v4_pro,direct,file_doc_034,1,0.0,1.0,1.0
deepseek_v4_pro,direct,file_doc_035,1,0.0,1.0,1.0
deepseek_v4_pro,direct,file_doc_036,1,0.0,1.0,1.0
deepseek_v4_pro,direct,file_doc_037,1,0.0,1.0,1.0
deepseek_v4_pro,direct,file_doc_038,1,0.0,1.0,1.0
deepseek_v4_pro,direct,file_doc_039,1,0.0,1.0,1.0
deepseek_v4_pro,direct,file_doc_040,1,0.0,1.0,1.0
deepseek_v4_pro,direct,sheet_db_021,1,0.0,1.0,1.0
deepseek_v4_pro,direct,sheet_db_022,1,0.0,1.0,1.0
deepseek_v4_pro,direct,sheet_db_023,1,0.0,1.0,1.0
deepseek_v4_pro,direct,sheet_db_024,1,0.0,1.0,1.0
deepseek_v4_pro,direct,sheet_db_025,1,0.0,1.0,1.0
deepseek_v4_pro,direct,sheet_db_026,1,0.0,1.0,1.0
deepseek_v4_pro,direct,sheet_db_027,1,0.0,1.0,1.0
deepseek_v4_pro,direct,sheet_db_028,1,0.0,1.0,1.0
