task_id,domain,difficulty,agent,model,trial,cc_precision,cc_recall,cc_f1,success_f1,failure_f1,required_observation_recall,overconstraint_rate,underspecification_rate,donespec_valid,near_miss_detection_rate,near_miss_false_accept_rate,valid_accept_rate,verifier_robustness_balanced_accuracy,task_success,own_spec_pass,spec_action_consistency,self_violation_rate,quadrant,invalid_taxon,invalid_taxon_description
email_069,email,L3,spec_first,deepseek_chat,0,1.0,0.07692307692307693,0.14285714285714288,0.0,0.0,0.5,0.0,0.9230769230769231,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
file_doc_056,file_doc,L3,spec_first,deepseek_chat,0,1.0,0.07692307692307693,0.14285714285714288,0.0,0.0,0.5,0.0,0.9230769230769231,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
file_doc_069,file_doc,L3,spec_first,deepseek_chat,0,1.0,0.07692307692307693,0.14285714285714288,0.0,0.0,0.5,0.0,0.9230769230769231,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
email_081,email,L3,spec_first,deepseek_chat,1,1.0,0.07692307692307693,0.14285714285714288,0.2222222222222222,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
file_doc_057,file_doc,L3,spec_first,deepseek_chat,1,1.0,0.07692307692307693,0.14285714285714288,0.0,0.0,0.5,0.0,0.9230769230769231,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
file_doc_089,file_doc,L3,spec_first,deepseek_reasoner,0,1.0,0.07692307692307693,0.14285714285714288,0.2222222222222222,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
sheet_db_058,sheet_db,L3,spec_first,deepseek_reasoner,0,1.0,0.07692307692307693,0.14285714285714288,0.0,0.0,0.5,0.0,0.9230769230769231,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
calendar_089,calendar,L3,spec_first,deepseek_reasoner,2,1.0,0.07692307692307693,0.14285714285714288,0.0,0.0,0.5,0.0,0.9230769230769231,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
calendar_049,calendar,L2,direct,deepseek_v4_pro,2,1.0,0.09090909090909091,0.16666666666666669,0.0,0.6666666666666666,0.0,0.0,0.9090909090909091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
file_doc_029,file_doc,L2,direct,deepseek_v4_pro,2,1.0,0.09090909090909091,0.16666666666666669,0.25,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
email_047,email,L2,plan_first,deepseek_v4_pro,0,1.0,0.09090909090909091,0.16666666666666669,0.0,0.0,0.5,0.0,0.9090909090909091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
calendar_036,calendar,L2,plan_first,deepseek_v4_pro,1,1.0,0.09090909090909091,0.16666666666666669,0.0,0.6666666666666666,0.0,0.0,0.9090909090909091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
file_doc_052,file_doc,L2,spec_first,deepseek_v4_flash,0,1.0,0.09090909090909091,0.16666666666666669,0.25,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
