task_id,domain,difficulty,agent,model,trial,cc_precision,cc_recall,cc_f1,success_f1,failure_f1,required_observation_recall,overconstraint_rate,underspecification_rate,donespec_valid,near_miss_detection_rate,near_miss_false_accept_rate,valid_accept_rate,verifier_robustness_balanced_accuracy,task_success,own_spec_pass,spec_action_consistency,self_violation_rate,quadrant
calendar_071,calendar,L3,spec_first,deepseek_v4_flash,0,1.0,0.5384615384615384,0.7000000000000001,0.6666666666666666,0.5,1.0,0.0,0.46153846153846156,1.0,0.6,0.4,1.0,0.8,1.0,1.0,1.0,0.0,bad_spec_good_execution
calendar_078,calendar,L3,spec_first,deepseek_v4_flash,0,1.0,0.3076923076923077,0.47058823529411764,0.2222222222222222,0.5,1.0,0.0,0.6923076923076923,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,bad_spec_good_execution
crm_workflow_034,crm_workflow,L2,spec_first,deepseek_v4_flash,0,1.0,0.36363636363636365,0.5333333333333333,0.4444444444444445,0.6666666666666666,0.5,0.0,0.6363636363636364,1.0,0.6,0.4,1.0,0.8,1.0,1.0,1.0,0.0,bad_spec_good_execution
calendar_094,calendar,L3,spec_first,deepseek_v4_flash,0,1.0,0.3076923076923077,0.47058823529411764,0.2222222222222222,0.5,1.0,0.0,0.6923076923076923,1.0,0.6,0.4,1.0,0.8,1.0,1.0,1.0,0.0,bad_spec_good_execution
crm_workflow_033,crm_workflow,L2,spec_first,deepseek_v4_flash,0,1.0,0.45454545454545453,0.625,0.6,0.6666666666666666,0.5,0.0,0.5454545454545454,1.0,0.6,0.4,1.0,0.8,1.0,1.0,1.0,0.0,bad_spec_good_execution
crm_workflow_060,crm_workflow,L3,spec_first,deepseek_v4_flash,0,1.0,0.38461538461538464,0.5555555555555556,0.2222222222222222,0.8,1.0,0.0,0.6153846153846154,1.0,0.6,0.4,1.0,0.8,1.0,1.0,1.0,0.0,bad_spec_good_execution
crm_workflow_056,crm_workflow,L3,spec_first,deepseek_v4_flash,0,1.0,0.46153846153846156,0.631578947368421,0.4,0.8,1.0,0.0,0.5384615384615384,1.0,0.6,0.4,1.0,0.8,1.0,1.0,1.0,0.0,bad_spec_good_execution
crm_workflow_099,crm_workflow,L4,spec_first,deepseek_v4_flash,0,1.0,0.21428571428571427,0.35294117647058826,0.19999999999999998,0.5,0.5,0.0,0.7857142857142857,1.0,0.6,0.4,1.0,0.8,1.0,1.0,1.0,0.0,bad_spec_good_execution
crm_workflow_072,crm_workflow,L3,spec_first,deepseek_v4_flash,0,1.0,0.46153846153846156,0.631578947368421,0.5454545454545454,0.5,1.0,0.0,0.5384615384615384,1.0,0.6,0.4,1.0,0.8,1.0,1.0,1.0,0.0,bad_spec_good_execution
crm_workflow_098,crm_workflow,L4,spec_first,deepseek_v4_flash,0,1.0,0.5,0.6666666666666666,0.5,0.8,1.0,0.0,0.5,1.0,0.6,0.4,1.0,0.8,1.0,1.0,1.0,0.0,bad_spec_good_execution
email_032,email,L2,spec_first,deepseek_v4_flash,0,1.0,0.5454545454545454,0.7058823529411764,0.6,1.0,0.5,0.0,0.45454545454545453,1.0,0.6,0.4,1.0,0.8,1.0,1.0,1.0,0.0,bad_spec_good_execution
email_056,email,L3,spec_first,deepseek_v4_flash,0,1.0,0.38461538461538464,0.5555555555555556,0.5454545454545454,0.5,0.5,0.0,0.6153846153846154,1.0,0.6,0.4,1.0,0.8,1.0,1.0,1.0,0.0,bad_spec_good_execution
email_047,email,L2,spec_first,deepseek_v4_flash,0,1.0,0.2727272727272727,0.42857142857142855,0.4444444444444445,0.6666666666666666,0.0,0.0,0.7272727272727273,1.0,0.6,0.4,1.0,0.8,1.0,1.0,1.0,0.0,bad_spec_good_execution
email_027,email,L2,spec_first,deepseek_v4_flash,0,1.0,0.45454545454545453,0.625,0.6,0.6666666666666666,0.5,0.0,0.5454545454545454,1.0,0.6,0.4,1.0,0.8,1.0,1.0,1.0,0.0,bad_spec_good_execution
email_083,email,L3,spec_first,deepseek_v4_flash,0,1.0,0.15384615384615385,0.2666666666666667,0.2222222222222222,0.0,0.5,0.0,0.8461538461538461,1.0,0.6,0.4,1.0,0.8,1.0,1.0,1.0,0.0,bad_spec_good_execution
