model,agent,fine_failure_family,n_trials,n_tasks,mean_near_miss_detection_rate,mean_false_accept_rate,mean_donespec_valid,mean_task_success,mean_cc_f1,alignment_gap
deepseek_reasoner,spec_first,workflow_ownership,300,100,0.478,0.522,0.7966666666666666,0.1333333333333333,0.5982952511448607,-0.3446666666666667
deepseek_v4_flash,direct,artifact_content,1200,400,0.5995,0.4005,0.9991666666666666,0.0,0.4607193421641699,-0.5995
deepseek_v4_flash,direct,conflict,1500,500,0.5996,0.4004,0.9993333333333332,0.0,0.4447737765522393,-0.5996
deepseek_v4_flash,direct,other,1500,500,0.5996,0.4004,0.9993333333333332,0.0,0.4447737765522393,-0.5996
deepseek_v4_flash,direct,policy_confirmation,1500,500,0.5996,0.4004,0.9993333333333332,0.0,0.4447737765522393,-0.5996
deepseek_v4_flash,direct,recipient_permission,600,200,0.6,0.4,1.0,0.0,0.4512096164013817,-0.6
deepseek_v4_flash,direct,side_effect,1500,500,0.5996,0.4004,0.9993333333333332,0.0,0.4447737765522393,-0.5996
deepseek_v4_flash,direct,state_integrity,300,100,0.6,0.4,1.0,0.0,0.4596764481897406,-0.6
deepseek_v4_flash,direct,temporal,600,100,0.6,0.4,1.0,0.0,0.3809915141045172,-0.6
deepseek_v4_flash,direct,terminal_state,1500,500,0.5996,0.4004,0.9993333333333332,0.0,0.4447737765522393,-0.5996
deepseek_v4_flash,direct,workflow_ownership,300,100,0.598,0.402,0.9966666666666668,0.0,0.4807816876641752,-0.598
deepseek_v4_flash,plan_first,artifact_content,1200,400,0.597,0.403,0.995,0.0,0.503070133100785,-0.597
deepseek_v4_flash,plan_first,conflict,1500,500,0.5976,0.4024,0.996,0.0,0.4790803066240232,-0.5976
deepseek_v4_flash,plan_first,other,1500,500,0.5976,0.4024,0.996,0.0,0.4790803066240232,-0.5976
deepseek_v4_flash,plan_first,policy_confirmation,1500,500,0.5976,0.4024,0.996,0.0,0.4790803066240232,-0.5976
deepseek_v4_flash,plan_first,recipient_permission,600,200,0.599,0.401,0.9983333333333332,0.0,0.4988251859952862,-0.599
deepseek_v4_flash,plan_first,side_effect,1500,500,0.5976,0.4024,0.996,0.0,0.4790803066240232,-0.5976
deepseek_v4_flash,plan_first,state_integrity,300,100,0.594,0.406,0.99,0.0,0.4840361008063593,-0.594
deepseek_v4_flash,plan_first,temporal,600,100,0.6,0.4,1.0,0.0,0.3831210007169759,-0.6
deepseek_v4_flash,plan_first,terminal_state,1500,500,0.5976,0.4024,0.996,0.0,0.4790803066240232,-0.5976
deepseek_v4_flash,plan_first,workflow_ownership,300,100,0.596,0.404,0.9933333333333332,0.0,0.530594059606208,-0.596
deepseek_v4_flash,spec_first,artifact_content,1200,400,0.508,0.492,0.8466666666666667,0.0675,0.5863378568479002,-0.4405
deepseek_v4_flash,spec_first,conflict,1500,500,0.5052,0.4948,0.842,0.06,0.567418260335657,-0.4452
deepseek_v4_flash,spec_first,other,1500,500,0.5052,0.4948,0.842,0.06,0.567418260335657,-0.4452
deepseek_v4_flash,spec_first,policy_confirmation,1500,500,0.5052,0.4948,0.842,0.06,0.567418260335657,-0.4452
deepseek_v4_flash,spec_first,recipient_permission,600,200,0.502,0.498,0.8366666666666667,0.065,0.5751232418591214,-0.437
deepseek_v4_flash,spec_first,side_effect,1500,500,0.5052,0.4948,0.842,0.06,0.567418260335657,-0.4452
deepseek_v4_flash,spec_first,state_integrity,300,100,0.518,0.482,0.8633333333333333,0.0,0.6007129294704338,-0.518
deepseek_v4_flash,spec_first,temporal,600,100,0.4939999999999999,0.506,0.8233333333333334,0.03,0.4917398742866841,-0.46399999999999986
deepseek_v4_flash,spec_first,terminal_state,1500,500,0.5052,0.4948,0.842,0.06,0.567418260335657,-0.4452
deepseek_v4_flash,spec_first,workflow_ownership,300,100,0.51,0.49,0.85,0.14,0.5943920142029241,-0.37
deepseek_v4_pro,direct,artifact_content,1200,400,0.579,0.421,0.965,0.0,0.5918033670041141,-0.579
deepseek_v4_pro,direct,conflict,1500,500,0.578,0.422,0.9633333333333334,0.0,0.571267179144522,-0.578
deepseek_v4_pro,direct,other,1500,500,0.578,0.422,0.9633333333333334,0.0,0.571267179144522,-0.578
deepseek_v4_pro,direct,policy_confirmation,1500,500,0.578,0.422,0.9633333333333334,0.0,0.571267179144522,-0.578
deepseek_v4_pro,direct,recipient_permission,600,200,0.5780000000000001,0.422,0.9633333333333334,0.0,0.5962927277910217,-0.5780000000000001
deepseek_v4_pro,direct,side_effect,1500,500,0.578,0.422,0.9633333333333334,0.0,0.571267179144522,-0.578
deepseek_v4_pro,direct,state_integrity,300,100,0.584,0.416,0.9733333333333334,0.0,0.6033435154095741,-0.584
deepseek_v4_pro,direct,temporal,600,100,0.574,0.426,0.9566666666666668,0.0,0.4891224277061536,-0.574
deepseek_v4_pro,direct,terminal_state,1500,500,0.578,0.422,0.9633333333333334,0.0,0.571267179144522,-0.578
deepseek_v4_pro,direct,workflow_ownership,300,100,0.576,0.424,0.96,0.0,0.571284497024839,-0.576
deepseek_v4_pro,plan_first,artifact_content,1200,400,0.5489999999999999,0.451,0.915,0.0,0.5902294084551101,-0.5489999999999999
deepseek_v4_pro,plan_first,conflict,1500,500,0.5476,0.4524,0.9126666666666666,0.0,0.5662968045408872,-0.5476
deepseek_v4_pro,plan_first,other,1500,500,0.5476,0.4524,0.9126666666666666,0.0,0.5662968045408872,-0.5476
deepseek_v4_pro,plan_first,policy_confirmation,1500,500,0.5476,0.4524,0.9126666666666666,0.0,0.5662968045408872,-0.5476
deepseek_v4_pro,plan_first,recipient_permission,600,200,0.545,0.455,0.9083333333333332,0.0,0.59898337835432,-0.545
deepseek_v4_pro,plan_first,side_effect,1500,500,0.5476,0.4524,0.9126666666666666,0.0,0.5662968045408872,-0.5476
deepseek_v4_pro,plan_first,state_integrity,300,100,0.5559999999999999,0.444,0.9266666666666666,0.0,0.5657600965027604,-0.5559999999999999
deepseek_v4_pro,plan_first,temporal,600,100,0.5419999999999999,0.458,0.9033333333333332,0.0,0.4705663888839955,-0.5419999999999999
deepseek_v4_pro,plan_first,terminal_state,1500,500,0.5476,0.4524,0.9126666666666666,0.0,0.5662968045408872,-0.5476
deepseek_v4_pro,plan_first,workflow_ownership,300,100,0.55,0.45,0.9166666666666666,0.0,0.5971907806090402,-0.55
deepseek_v4_pro,spec_first,artifact_content,1200,400,0.3939999999999999,0.606,0.6566666666666666,0.05,0.6640235411035821,-0.3439999999999999
deepseek_v4_pro,spec_first,conflict,1500,500,0.3971999999999999,0.6028,0.662,0.0446666666666666,0.6501781765422524,-0.3525333333333333
deepseek_v4_pro,spec_first,other,1500,500,0.3971999999999999,0.6028,0.662,0.0446666666666666,0.6501781765422524,-0.3525333333333333
deepseek_v4_pro,spec_first,policy_confirmation,1500,500,0.3971999999999999,0.6028,0.662,0.0446666666666666,0.6501781765422524,-0.3525333333333333
deepseek_v4_pro,spec_first,recipient_permission,600,200,0.385,0.615,0.6416666666666667,0.0516666666666666,0.6614780333353997,-0.3333333333333334
deepseek_v4_pro,spec_first,side_effect,1500,500,0.3971999999999999,0.6028,0.662,0.0446666666666666,0.6501781765422524,-0.3525333333333333
deepseek_v4_pro,spec_first,state_integrity,300,100,0.41,0.59,0.6833333333333333,0.0,0.6714045887456844,-0.41
deepseek_v4_pro,spec_first,temporal,600,100,0.41,0.59,0.6833333333333333,0.0233333333333333,0.5947967182969337,-0.38666666666666666
deepseek_v4_pro,spec_first,terminal_state,1500,500,0.3971999999999999,0.6028,0.662,0.0446666666666666,0.6501781765422524,-0.3525333333333333
deepseek_v4_pro,spec_first,workflow_ownership,300,100,0.3959999999999999,0.6040000000000001,0.66,0.0966666666666666,0.6617335089978447,-0.29933333333333334
