task_id,domain,difficulty,split,task_pattern,goal_chars,num_hard_atoms,num_failure_atoms,num_required_observations,num_near_misses,mutation_taxa
crm_workflow_004,crm_workflow,L1,dev,crm_close_escalation,178,9,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_005,crm_workflow,L1,dev,crm_route_refund,164,9,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_006,crm_workflow,L1,dev,crm_reopen_sla,168,9,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_007,crm_workflow,L1,dev,crm_close_escalation,169,9,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_008,crm_workflow,L1,dev,crm_route_refund,190,9,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_009,crm_workflow,L1,dev,crm_reopen_sla,162,9,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_010,crm_workflow,L2,dev,crm_close_escalation,171,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_011,crm_workflow,L2,test,crm_route_refund,180,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_012,crm_workflow,L2,test,crm_reopen_sla,185,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_013,crm_workflow,L2,test,crm_close_escalation,174,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_014,crm_workflow,L2,test,crm_route_refund,181,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_015,crm_workflow,L2,test,crm_reopen_sla,178,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_016,crm_workflow,L2,test,crm_close_escalation,185,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_017,crm_workflow,L2,test,crm_route_refund,171,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_018,crm_workflow,L2,test,crm_reopen_sla,178,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_019,crm_workflow,L2,test,crm_close_escalation,178,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_020,crm_workflow,L2,test,crm_route_refund,194,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_021,crm_workflow,L2,test,crm_reopen_sla,171,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_022,crm_workflow,L2,test,crm_close_escalation,170,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_023,crm_workflow,L2,test,crm_route_refund,178,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_024,crm_workflow,L2,test,crm_reopen_sla,180,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_025,crm_workflow,L2,test,crm_close_escalation,161,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_026,crm_workflow,L2,test,crm_route_refund,171,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_027,crm_workflow,L2,test,crm_reopen_sla,168,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_028,crm_workflow,L3,test,crm_close_escalation,190,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_029,crm_workflow,L3,test,crm_route_refund,172,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_030,crm_workflow,L3,test,crm_reopen_sla,174,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_031,crm_workflow,L3,test,crm_close_escalation,178,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_032,crm_workflow,L3,test,crm_route_refund,196,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_033,crm_workflow,L3,test,crm_reopen_sla,172,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_034,crm_workflow,L3,test,crm_close_escalation,170,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_035,crm_workflow,L3,test,crm_route_refund,178,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_036,crm_workflow,L3,test,crm_reopen_sla,183,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_037,crm_workflow,L3,test,crm_close_escalation,169,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_038,crm_workflow,L3,test,crm_route_refund,182,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_039,crm_workflow,L3,test,crm_reopen_sla,175,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_040,crm_workflow,L3,test,crm_close_escalation,186,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_041,crm_workflow,L3,test,crm_route_refund,173,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_042,crm_workflow,L3,test,crm_reopen_sla,177,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_043,crm_workflow,L3,test,crm_close_escalation,180,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_044,crm_workflow,L3,test,crm_route_refund,195,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_045,crm_workflow,L3,test,crm_reopen_sla,171,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_046,crm_workflow,L3,test,crm_close_escalation,172,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_047,crm_workflow,L3,test,crm_route_refund,180,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_048,crm_workflow,L3,test,crm_reopen_sla,188,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_049,crm_workflow,L4,test,crm_close_escalation,174,12,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_050,crm_workflow,L4,test,crm_route_refund,182,12,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_051,crm_workflow,L4,test,crm_reopen_sla,180,12,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_052,crm_workflow,L4,test,crm_close_escalation,183,12,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_053,crm_workflow,L4,test,crm_route_refund,169,12,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_054,crm_workflow,L4,test,crm_reopen_sla,170,12,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_055,crm_workflow,L4,test,crm_close_escalation,175,12,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_056,crm_workflow,L4,test,crm_route_refund,193,12,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_057,crm_workflow,L4,test,crm_reopen_sla,169,12,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_058,crm_workflow,L4,test,crm_close_escalation,181,12,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_059,crm_workflow,L4,test,crm_route_refund,185,12,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
crm_workflow_060,crm_workflow,L4,test,crm_reopen_sla,188,12,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_001,email,L1,dev,email_weekly_summary,155,9,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_002,email,L1,dev,email_customer_reply,185,9,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_003,email,L1,dev,email_forward_digest,173,9,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_004,email,L1,dev,email_weekly_summary,180,9,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_005,email,L1,dev,email_customer_reply,160,9,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_006,email,L1,dev,email_forward_digest,186,9,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_007,email,L1,dev,email_weekly_summary,162,9,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_008,email,L1,dev,email_customer_reply,196,9,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_009,email,L1,dev,email_forward_digest,164,9,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_010,email,L2,dev,email_weekly_summary,179,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_011,email,L2,test,email_customer_reply,177,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_012,email,L2,test,email_forward_digest,197,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_013,email,L2,test,email_weekly_summary,166,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_014,email,L2,test,email_customer_reply,193,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_015,email,L2,test,email_forward_digest,181,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_016,email,L2,test,email_weekly_summary,187,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_017,email,L2,test,email_customer_reply,167,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_018,email,L2,test,email_forward_digest,196,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_019,email,L2,test,email_weekly_summary,171,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_020,email,L2,test,email_customer_reply,200,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_021,email,L2,test,email_forward_digest,173,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_022,email,L2,test,email_weekly_summary,178,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_023,email,L2,test,email_customer_reply,175,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_024,email,L2,test,email_forward_digest,192,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_025,email,L2,test,email_weekly_summary,153,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_026,email,L2,test,email_customer_reply,183,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_027,email,L2,test,email_forward_digest,171,10,2,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_028,email,L3,test,email_weekly_summary,192,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_029,email,L3,test,email_customer_reply,168,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_030,email,L3,test,email_forward_digest,192,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_031,email,L3,test,email_weekly_summary,171,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_032,email,L3,test,email_customer_reply,202,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_033,email,L3,test,email_forward_digest,174,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_034,email,L3,test,email_weekly_summary,178,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_035,email,L3,test,email_customer_reply,175,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_036,email,L3,test,email_forward_digest,195,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_037,email,L3,test,email_weekly_summary,161,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_038,email,L3,test,email_customer_reply,194,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_039,email,L3,test,email_forward_digest,178,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_040,email,L3,test,email_weekly_summary,188,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_041,email,L3,test,email_customer_reply,169,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_042,email,L3,test,email_forward_digest,195,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_043,email,L3,test,email_weekly_summary,173,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_044,email,L3,test,email_customer_reply,201,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_045,email,L3,test,email_forward_digest,173,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_046,email,L3,test,email_weekly_summary,180,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_047,email,L3,test,email_customer_reply,177,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_048,email,L3,test,email_forward_digest,200,11,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_049,email,L4,test,email_weekly_summary,166,12,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_050,email,L4,test,email_customer_reply,194,12,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_051,email,L4,test,email_forward_digest,183,12,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
email_052,email,L4,test,email_weekly_summary,185,12,3,2,5,conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
