task_id,domain,split,difficulty,task_pattern,scenario_id,criterion_signature,donespec_signature,mutation_signature
calendar_011,calendar,dev,L1,calendar_reschedule_review,delta_pricing,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], [""no_conflict""], [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_012,calendar,dev,L1,calendar_focus_block,delta_pricing,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], [""no_conflict""], [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_013,calendar,dev,L1,calendar_schedule_sync,ember_followup,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], [""no_conflict""], [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_014,calendar,dev,L1,calendar_reschedule_review,ember_followup,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], [""no_conflict""], [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_015,calendar,dev,L1,calendar_focus_block,ember_followup,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], [""no_conflict""], [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_016,calendar,dev,L1,calendar_schedule_sync,fjord_launch,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], [""no_conflict""], [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_017,calendar,dev,L1,calendar_reschedule_review,fjord_launch,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], [""no_conflict""], [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_018,calendar,dev,L1,calendar_focus_block,fjord_launch,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], [""no_conflict""], [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_019,calendar,dev,L2,calendar_schedule_sync,granite_compliance,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], [""no_conflict""], {""all"": [[""equals""], [""permission_ok""]]}, [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_020,calendar,dev,L2,calendar_reschedule_review,granite_compliance,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], [""no_conflict""], {""all"": [[""equals""], [""permission_ok""]]}, [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_021,calendar,test,L2,calendar_focus_block,granite_compliance,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], [""no_conflict""], {""all"": [[""equals""], [""permission_ok""]]}, [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_022,calendar,test,L2,calendar_schedule_sync,harbor_onboarding,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], [""no_conflict""], {""all"": [[""equals""], [""permission_ok""]]}, [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_023,calendar,test,L2,calendar_reschedule_review,harbor_onboarding,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], [""no_conflict""], {""all"": [[""equals""], [""permission_ok""]]}, [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_024,calendar,test,L2,calendar_focus_block,harbor_onboarding,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], [""no_conflict""], {""all"": [[""equals""], [""permission_ok""]]}, [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_025,calendar,test,L2,calendar_schedule_sync,iris_qbr,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], [""no_conflict""], {""all"": [[""equals""], [""permission_ok""]]}, [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_026,calendar,test,L2,calendar_reschedule_review,iris_qbr,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], [""no_conflict""], {""all"": [[""equals""], [""permission_ok""]]}, [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_027,calendar,test,L2,calendar_focus_block,iris_qbr,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], [""no_conflict""], {""all"": [[""equals""], [""permission_ok""]]}, [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_028,calendar,test,L2,calendar_schedule_sync,juniper_vendor,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], [""no_conflict""], {""all"": [[""equals""], [""permission_ok""]]}, [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_029,calendar,test,L2,calendar_reschedule_review,juniper_vendor,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], [""no_conflict""], {""all"": [[""equals""], [""permission_ok""]]}, [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_030,calendar,test,L2,calendar_focus_block,juniper_vendor,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], [""no_conflict""], {""all"": [[""equals""], [""permission_ok""]]}, [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
