task_id,domain,difficulty,model,agent,trial,execution_mode,spec_parse_status,action_parse_status,task_success,own_spec_pass,self_violation_rate,num_tool_calls,num_mutating_tool_calls,spec_prompt_chars,action_prompt_chars,spec_latency_s,action_latency_s,missing_precondition_steps,unknown_tool_steps,permission_denied_steps,side_effect_steps,confirmation_steps,unique_actions,action_sequence
file_doc_026,file_doc,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1913,2826,12.03572659999918,34.234447299997555,0,0,0,0,0,0,
calendar_022,calendar,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,2002,3055,13.06086189999769,33.295721200000116,0,0,0,0,1,5,calendar.inspect_state calendar.check_constraints confirm calendar.apply_update send_invites
sheet_db_025,sheet_db,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1902,2848,25.633862799997587,20.863419199999043,0,0,0,0,1,5,sheet.inspect_state sheet.check_constraints confirm sheet.apply_update sheet.append_audit_log
email_027,email,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1919,2911,18.014925600000424,28.64798879999944,0,0,0,0,1,5,email.inspect_state email.check_constraints confirm email.apply_update send_email
calendar_021,calendar,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,2008,2976,12.493665000001783,34.92064720000053,0,0,0,0,0,0,
sheet_db_022,sheet_db,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,1936,2907,19.9084397000006,27.529349899999943,0,0,0,0,0,1,sheet.inspect_state
calendar_030,calendar,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,2009,3018,12.575486800000363,35.12848169999779,0,0,0,0,0,0,
calendar_024,calendar,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1988,3028,13.486733199999435,34.86494350000066,0,0,0,0,0,0,
crm_workflow_023,crm_workflow,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1961,2959,13.855808299998898,34.8372030999999,0,0,0,0,0,0,
crm_workflow_030,crm_workflow,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1964,2899,14.162045099998068,34.81835420000061,0,0,0,0,0,0,
email_022,email,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1923,2929,12.699548200002027,36.55823789999704,0,0,0,0,1,5,email.inspect_state email.check_constraints confirm email.apply_update send_email
crm_workflow_021,crm_workflow,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1955,2883,12.220192400000087,37.117007799999556,0,0,0,0,0,0,
crm_workflow_025,crm_workflow,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1941,2837,15.172940699998435,34.50699149999855,0,0,0,0,0,0,
sheet_db_023,sheet_db,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1939,2879,15.63329750000048,34.13680110000132,0,0,0,0,0,0,
sheet_db_026,sheet_db,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,1951,2952,22.62366519999705,27.34553059999962,0,0,0,0,0,1,sheet.inspect_state
calendar_023,calendar,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1995,3013,20.4606062999992,31.049442100000306,0,0,0,0,1,5,calendar.inspect_state calendar.check_constraints confirm calendar.apply_update send_invites
calendar_021,calendar,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,2008,2951,17.178527699998085,34.53203470000153,0,0,0,0,0,0,
file_doc_021,file_doc,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1898,2807,14.400000899997394,37.48132610000175,0,0,0,0,0,0,
email_021,email,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1916,2905,21.24220620000051,30.695133299999725,0,0,0,0,1,5,email.inspect_state email.check_constraints confirm email.apply_update send_email
file_doc_022,file_doc,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,2,0,1897,2839,21.194309800001065,31.080058200001076,0,0,0,0,0,2,file.inspect_state file.check_constraints
email_021,email,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1916,2868,15.451216000001295,36.86360869999771,0,0,0,0,0,0,
email_030,email,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1941,2906,24.578129599998647,28.552546599999914,0,0,0,0,1,5,email.inspect_state email.check_constraints confirm email.apply_update send_email
crm_workflow_029,crm_workflow,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1960,2936,21.331818499998917,31.93399490000229,0,0,0,0,1,5,crm.inspect_state crm.check_constraints confirm crm.apply_update send_notification
email_024,email,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1942,2892,17.120369899999787,36.96430909999981,0,0,0,0,0,0,
calendar_029,calendar,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,2014,3004,16.901953700002196,37.448659800000314,0,0,0,0,0,0,
email_026,email,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,1940,2896,30.08701810000275,24.28904909999983,0,0,0,0,0,1,email.inspect_state
calendar_023,calendar,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,2,0,1995,2988,19.869886700002098,36.029613300001074,0,0,0,0,0,2,calendar.inspect_state calendar.check_constraints
sheet_db_027,sheet_db,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1935,2870,23.23164109999925,32.704142200000206,0,0,0,0,1,5,sheet.inspect_state sheet.check_constraints confirm sheet.apply_update sheet.append_audit_log
calendar_026,calendar,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,2016,3087,18.073224700001447,37.952643500000704,0,0,0,0,0,0,
file_doc_024,file_doc,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1931,2862,21.613203400000202,34.86241330000121,0,0,0,0,0,0,
file_doc_023,file_doc,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1911,2850,24.05672059999779,33.178636700002244,0,0,0,0,1,5,file.inspect_state file.check_constraints confirm file.apply_update file.share
crm_workflow_022,crm_workflow,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1956,2875,19.864469900003314,37.750951000001805,0,0,0,0,0,0,
crm_workflow_022,crm_workflow,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,2,0,1956,2951,26.05860920000123,31.88580400000137,0,0,0,0,0,2,crm.inspect_state crm.check_constraints
email_023,email,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1917,2927,20.855904799998825,37.328378299996984,0,0,0,0,0,0,
file_doc_030,file_doc,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1903,2826,22.601912099999026,36.72778859999744,0,0,0,0,0,0,
calendar_022,calendar,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,2002,2976,22.731829500000458,37.35528509999858,0,0,0,0,0,0,
sheet_db_030,sheet_db,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1946,2935,25.768242699999973,34.478817100000015,0,0,0,0,0,0,
crm_workflow_021,crm_workflow,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1955,2959,22.43746480000118,37.96204030000081,0,0,0,0,0,0,
file_doc_023,file_doc,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1911,2826,33.504638700000214,27.99937249999857,0,0,0,0,1,5,file.inspect_state file.check_constraints confirm file.apply_update file.share
sheet_db_021,sheet_db,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1918,2810,23.642088700002205,38.05214909999995,0,0,0,0,0,0,
sheet_db_022,sheet_db,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1936,2916,26.889435900000535,35.37750280000182,0,0,0,0,0,0,
sheet_db_029,sheet_db,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1923,2955,27.757758300002024,35.30824500000017,0,0,0,0,0,0,
sheet_db_028,sheet_db,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1939,2926,27.11270059999879,36.948545999999624,0,0,0,0,0,0,
crm_workflow_023,crm_workflow,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1961,2826,27.139425299999857,36.94327010000052,0,0,0,0,1,5,crm.inspect_state crm.check_constraints confirm crm.apply_update send_notification
calendar_028,calendar,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,1994,2940,28.508530999999493,36.8618647000003,0,0,0,0,0,1,calendar.inspect_state
sheet_db_024,sheet_db,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1925,2883,28.397789299997385,38.0456148000012,0,0,0,0,0,0,
file_doc_025,file_doc,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1886,2812,32.513267299997096,34.756209499999386,0,0,0,0,0,0,
file_doc_022,file_doc,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1897,2798,31.21206969999912,37.16458749999947,0,0,0,0,0,0,
email_023,email,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1917,2915,31.850754800001596,36.75680579999971,0,0,0,0,0,0,
crm_workflow_026,crm_workflow,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1969,2876,34.85414600000149,34.285433099998045,0,0,0,0,1,5,crm.inspect_state crm.check_constraints confirm crm.apply_update send_notification
calendar_025,calendar,L2,deepseek_v4_flash,direct,0,tool_plan_executor,fallback,invalid_no_fallback,0.0,0.0,1.0,0,0,1989,2959,35.85004529999787,34.806827799999155,0,0,0,0,0,0,
file_doc_026,file_doc,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1913,2838,8.47153679999974,17.645745400001033,0,0,0,0,1,5,file.inspect_state file.check_constraints confirm file.apply_update file.share
sheet_db_021,sheet_db,L2,deepseek_v4_flash,direct,0,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1918,2850,35.790606900001876,37.1747151999989,0,0,0,0,0,0,
email_024,email,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,1942,2924,17.792631100001017,19.06339780000053,0,0,0,0,0,1,email.inspect_state
email_028,email,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1948,2887,10.104988399998547,20.287685499999498,0,0,0,0,1,5,email.inspect_state email.check_constraints confirm email.apply_update send_email
calendar_024,calendar,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1988,3057,12.566367200000968,37.62774530000024,0,0,0,0,0,0,
crm_workflow_025,crm_workflow,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1941,2810,6.178028000002087,34.78716020000138,0,0,0,0,0,0,
sheet_db_027,sheet_db,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1935,2864,13.281347000000096,23.474613500002306,0,0,0,0,1,5,sheet.inspect_state sheet.check_constraints confirm sheet.apply_update sheet.append_audit_log
file_doc_028,file_doc,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1949,2864,18.46733409999797,18.19515870000032,0,0,0,0,1,5,file.inspect_state file.check_constraints confirm file.apply_update file.share
crm_workflow_026,crm_workflow,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1969,2868,13.480774499999825,27.331366700000217,0,0,0,0,1,5,crm.inspect_state crm.check_constraints confirm crm.apply_update send_notification
calendar_025,calendar,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1989,2909,8.840926599998056,35.08313179999823,0,0,0,0,0,0,
file_doc_024,file_doc,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1931,2890,16.013619900000776,32.87080330000026,0,0,0,0,1,5,file.inspect_state file.check_constraints confirm file.apply_update file.share
email_026,email,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,1940,2928,18.766547999999602,23.93111609999687,0,0,0,0,0,1,email.inspect_state
file_doc_029,file_doc,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1908,2864,15.86057240000082,24.09728130000076,0,0,0,0,1,5,file.inspect_state file.check_constraints confirm file.apply_update file.share
file_doc_030,file_doc,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1903,2910,14.796112699998048,24.579576299998735,0,0,0,0,1,5,file.inspect_state file.check_constraints confirm file.apply_update file.share
calendar_026,calendar,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,2016,2981,10.65409659999932,38.13334500000201,0,0,0,0,0,0,
email_029,email,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1915,2855,15.529485300001397,27.436277700002393,0,0,0,0,1,5,email.inspect_state email.check_constraints confirm email.apply_update send_email
email_025,email,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1892,2883,15.741994500000146,35.069704000001366,0,0,0,0,1,5,email.inspect_state email.check_constraints confirm email.apply_update send_email
email_027,email,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1919,2876,20.59932430000117,26.53832639999746,0,0,0,0,1,5,email.inspect_state email.check_constraints confirm email.apply_update send_email
crm_workflow_024,crm_workflow,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1971,2917,20.613269099998433,37.58110250000027,0,0,0,0,0,0,
file_doc_027,file_doc,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1902,2816,14.674984899997071,32.62195389999761,0,0,0,0,1,5,file.inspect_state file.check_constraints confirm file.apply_update file.share
email_024,email,L2,deepseek_v4_flash,direct,2,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1942,2886,17.964555499998824,14.631956000001082,0,0,0,0,1,5,email.inspect_state email.check_constraints confirm email.apply_update send_email
sheet_db_023,sheet_db,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1939,2896,24.521666299999197,37.335047399999894,0,0,0,0,0,0,
sheet_db_029,sheet_db,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1923,2922,17.724461599998904,26.360771999999997,0,0,0,0,1,5,sheet.inspect_state sheet.check_constraints confirm sheet.apply_update sheet.append_audit_log
file_doc_025,file_doc,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,1886,2804,16.71245120000094,34.98402850000275,0,0,0,0,0,1,file.inspect_state
file_doc_021,file_doc,L2,deepseek_v4_flash,direct,2,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1898,2797,8.888958899999125,31.684770600000775,0,0,0,0,1,5,file.inspect_state file.check_constraints confirm file.apply_update file.share
sheet_db_023,sheet_db,L2,deepseek_v4_flash,direct,2,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,1939,3050,16.0623185000004,19.16240470000048,0,0,0,0,0,1,sheet.inspect_state
calendar_029,calendar,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,2014,2999,12.925176300002931,34.33581310000227,0,0,0,0,1,5,calendar.inspect_state calendar.check_constraints confirm calendar.apply_update send_invites
email_025,email,L2,deepseek_v4_flash,direct,2,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1892,2862,11.89068739999857,18.629168100000243,0,0,0,0,1,5,email.inspect_state email.check_constraints confirm email.apply_update send_email
calendar_028,calendar,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1994,2957,10.49512329999925,38.40957470000285,0,0,0,0,0,0,
crm_workflow_030,crm_workflow,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1964,2890,7.93896169999789,37.802494300001854,0,0,0,0,0,0,
crm_workflow_022,crm_workflow,L2,deepseek_v4_flash,direct,2,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,1956,2957,15.735618700000487,25.33068859999912,0,0,0,0,0,1,crm.inspect_state
file_doc_022,file_doc,L2,deepseek_v4_flash,direct,2,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,1897,2855,14.700456599999598,25.967792100000224,0,0,0,0,0,1,file.inspect_state
file_doc_023,file_doc,L2,deepseek_v4_flash,direct,2,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1911,2821,14.162256299998262,24.259608199998183,0,0,0,0,1,5,file.inspect_state file.check_constraints confirm file.apply_update file.share
sheet_db_025,sheet_db,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1902,2849,19.81448829999863,34.227987599999324,0,0,0,0,0,0,
email_030,email,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1941,2906,14.637090899999748,33.497497700001986,0,0,0,0,1,5,email.inspect_state email.check_constraints confirm email.apply_update send_email
sheet_db_024,sheet_db,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1925,2877,23.205383500000607,36.85404780000317,0,0,0,0,0,0,
crm_workflow_021,crm_workflow,L2,deepseek_v4_flash,direct,2,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1955,2836,10.230576300000394,37.17826889999924,0,0,0,0,0,0,
crm_workflow_027,crm_workflow,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1957,2864,23.101905700001225,31.471678199999587,0,0,0,0,1,5,crm.inspect_state crm.check_constraints confirm crm.apply_update send_notification
calendar_027,calendar,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1987,2991,22.946717999999237,32.24648149999848,0,0,0,0,1,5,calendar.inspect_state calendar.check_constraints confirm calendar.apply_update send_invites
calendar_030,calendar,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,2009,2979,13.860403499998938,36.498919300000125,0,0,0,0,0,0,
email_022,email,L2,deepseek_v4_flash,direct,2,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,2,0,1923,2874,22.88504460000331,22.464670100001968,0,0,0,0,0,2,email.inspect_state email.check_constraints
crm_workflow_028,crm_workflow,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1987,2947,17.71362439999939,36.3506845999982,0,0,0,0,0,0,
email_021,email,L2,deepseek_v4_flash,direct,2,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1916,2889,9.79971579999983,38.39549469999838,0,0,0,0,0,0,
crm_workflow_024,crm_workflow,L2,deepseek_v4_flash,direct,2,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,2,0,1971,2947,14.106422600001679,28.24781940000321,0,0,0,0,0,2,crm.inspect_state crm.check_constraints
calendar_022,calendar,L2,deepseek_v4_flash,direct,2,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,2002,3048,14.920778700001392,37.226045200000954,0,0,0,0,0,0,
sheet_db_024,sheet_db,L2,deepseek_v4_flash,direct,2,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,1925,2930,16.313616100000218,28.649699599998712,0,0,0,0,0,1,sheet.inspect_state
sheet_db_026,sheet_db,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,5,2,1951,2946,33.69998399999895,29.989937100002862,0,0,0,0,1,5,sheet.inspect_state sheet.check_constraints confirm sheet.apply_update sheet.append_audit_log
sheet_db_021,sheet_db,L2,deepseek_v4_flash,direct,2,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1918,2866,21.195530699998926,36.48642309999923,0,0,0,0,0,0,
crm_workflow_029,crm_workflow,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1960,2887,27.01262560000032,35.44892369999798,0,0,0,0,0,0,
crm_workflow_023,crm_workflow,L2,deepseek_v4_flash,direct,2,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1961,2968,19.470913299999665,34.603383500001655,0,0,0,0,0,0,
sheet_db_028,sheet_db,L2,deepseek_v4_flash,direct,1,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1939,2902,27.854677999999694,36.94303769999897,0,0,0,0,0,0,
calendar_024,calendar,L2,deepseek_v4_flash,direct,2,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1988,2897,18.45875900000101,35.056930199996714,0,0,0,0,0,0,
sheet_db_022,sheet_db,L2,deepseek_v4_flash,direct,2,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1936,2920,21.30103220000092,35.898219300001074,0,0,0,0,0,0,
sheet_db_025,sheet_db,L2,deepseek_v4_flash,direct,2,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1902,2898,13.14530790000208,34.653206599999976,0,0,0,0,0,0,
email_023,email,L2,deepseek_v4_flash,direct,2,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,1917,2926,21.674689200001012,35.10823639999944,0,0,0,0,0,0,
calendar_026,calendar,L2,deepseek_v4_flash,direct,2,tool_plan_executor,parsed,invalid_no_fallback,0.0,0.0,1.0,0,0,2016,2981,10.189027999997052,37.77853379999942,0,0,0,0,0,0,
file_doc_026,file_doc,L2,deepseek_v4_flash,direct,2,tool_plan_executor,parsed,parsed,0.0,0.0,1.0,1,0,1913,2866,18.634016800002428,26.392552699999214,0,0,0,0,0,1,file.inspect_state
