model,agent,domain,fine_failure_family,mutation_taxon,n_trials,n_tasks,mean_near_miss_detection_rate,mean_false_accept_rate,mean_donespec_valid,mean_task_success,mean_cc_f1
deepseek_chat,plan_first,file_doc,artifact_content,wrong_folder,300,100,0.6,0.4,1.0,0.0,0.4438436858405899
deepseek_chat,plan_first,file_doc,conflict,conflict_injection,300,100,0.6,0.4,1.0,0.0,0.4438436858405899
deepseek_chat,plan_first,file_doc,other,participant_omission,300,100,0.6,0.4,1.0,0.0,0.4438436858405899
deepseek_chat,plan_first,file_doc,policy_confirmation,policy_confirmation_missing,300,100,0.6,0.4,1.0,0.0,0.4438436858405899
deepseek_chat,plan_first,file_doc,recipient_permission,overbroad_share,300,100,0.6,0.4,1.0,0.0,0.4438436858405899
deepseek_chat,plan_first,file_doc,side_effect,unrelated_side_effect,300,100,0.6,0.4,1.0,0.0,0.4438436858405899
deepseek_chat,plan_first,file_doc,terminal_state,terminal_state_incomplete,300,100,0.6,0.4,1.0,0.0,0.4438436858405899
deepseek_chat,plan_first,sheet_db,artifact_content,wrong_export_asset,300,100,0.6,0.4,1.0,0.0,0.41818840201193147
deepseek_chat,plan_first,sheet_db,conflict,conflict_injection,300,100,0.6,0.4,1.0,0.0,0.41818840201193147
deepseek_chat,plan_first,sheet_db,other,participant_omission,300,100,0.6,0.4,1.0,0.0,0.41818840201193147
deepseek_chat,plan_first,sheet_db,policy_confirmation,policy_confirmation_missing,300,100,0.6,0.4,1.0,0.0,0.41818840201193147
deepseek_chat,plan_first,sheet_db,side_effect,unrelated_side_effect,300,100,0.6,0.4,1.0,0.0,0.41818840201193147
deepseek_chat,plan_first,sheet_db,state_integrity,formula_damage,300,100,0.6,0.4,1.0,0.0,0.41818840201193147
deepseek_chat,plan_first,sheet_db,terminal_state,terminal_state_incomplete,300,100,0.6,0.4,1.0,0.0,0.41818840201193147
deepseek_chat,spec_first,calendar,conflict,conflict_injection,300,100,0.076,0.9239999999999999,0.12666666666666668,0.0,0.45088758102922194
deepseek_chat,spec_first,calendar,other,participant_omission,300,100,0.076,0.9239999999999999,0.12666666666666668,0.0,0.45088758102922194
deepseek_chat,spec_first,calendar,policy_confirmation,policy_confirmation_missing,300,100,0.076,0.9239999999999999,0.12666666666666668,0.0,0.45088758102922194
deepseek_chat,spec_first,calendar,side_effect,unrelated_side_effect,300,100,0.076,0.9239999999999999,0.12666666666666668,0.0,0.45088758102922194
deepseek_chat,spec_first,calendar,temporal,wrong_duration,300,100,0.076,0.9239999999999999,0.12666666666666668,0.0,0.45088758102922194
deepseek_chat,spec_first,calendar,temporal,wrong_time_window,300,100,0.076,0.9239999999999999,0.12666666666666668,0.0,0.45088758102922194
deepseek_chat,spec_first,calendar,terminal_state,terminal_state_incomplete,300,100,0.076,0.9239999999999999,0.12666666666666668,0.0,0.45088758102922194
deepseek_chat,spec_first,crm_workflow,artifact_content,missing_resolution_artifact,300,100,0.146,0.854,0.24333333333333335,0.0,0.5447871610063358
deepseek_chat,spec_first,crm_workflow,conflict,conflict_injection,300,100,0.146,0.854,0.24333333333333335,0.0,0.5447871610063358
deepseek_chat,spec_first,crm_workflow,other,participant_omission,300,100,0.146,0.854,0.24333333333333335,0.0,0.5447871610063358
deepseek_chat,spec_first,crm_workflow,policy_confirmation,policy_confirmation_missing,300,100,0.146,0.854,0.24333333333333335,0.0,0.5447871610063358
deepseek_chat,spec_first,crm_workflow,side_effect,unrelated_side_effect,300,100,0.146,0.854,0.24333333333333335,0.0,0.5447871610063358
deepseek_chat,spec_first,crm_workflow,terminal_state,terminal_state_incomplete,300,100,0.146,0.854,0.24333333333333335,0.0,0.5447871610063358
deepseek_chat,spec_first,crm_workflow,workflow_ownership,wrong_owner,300,100,0.146,0.854,0.24333333333333335,0.0,0.5447871610063358
deepseek_chat,spec_first,email,artifact_content,wrong_attachment,300,100,0.146,0.854,0.24333333333333335,0.0,0.554192773463705
deepseek_chat,spec_first,email,conflict,conflict_injection,300,100,0.146,0.854,0.24333333333333335,0.0,0.554192773463705
deepseek_chat,spec_first,email,other,participant_omission,300,100,0.146,0.854,0.24333333333333335,0.0,0.554192773463705
deepseek_chat,spec_first,email,policy_confirmation,policy_confirmation_missing,300,100,0.146,0.854,0.24333333333333335,0.0,0.554192773463705
deepseek_chat,spec_first,email,recipient_permission,extra_recipient,300,100,0.146,0.854,0.24333333333333335,0.0,0.554192773463705
deepseek_chat,spec_first,email,side_effect,unrelated_side_effect,300,100,0.146,0.854,0.24333333333333335,0.0,0.554192773463705
deepseek_chat,spec_first,email,terminal_state,terminal_state_incomplete,300,100,0.146,0.854,0.24333333333333335,0.0,0.554192773463705
deepseek_chat,spec_first,file_doc,artifact_content,wrong_folder,300,100,0.094,0.906,0.15666666666666668,0.0,0.5402813414122608
deepseek_chat,spec_first,file_doc,conflict,conflict_injection,300,100,0.094,0.906,0.15666666666666668,0.0,0.5402813414122608
deepseek_chat,spec_first,file_doc,other,participant_omission,300,100,0.094,0.906,0.15666666666666668,0.0,0.5402813414122608
deepseek_chat,spec_first,file_doc,policy_confirmation,policy_confirmation_missing,300,100,0.094,0.906,0.15666666666666668,0.0,0.5402813414122608
deepseek_chat,spec_first,file_doc,recipient_permission,overbroad_share,300,100,0.094,0.906,0.15666666666666668,0.0,0.5402813414122608
deepseek_chat,spec_first,file_doc,side_effect,unrelated_side_effect,300,100,0.094,0.906,0.15666666666666668,0.0,0.5402813414122608
deepseek_chat,spec_first,file_doc,terminal_state,terminal_state_incomplete,300,100,0.094,0.906,0.15666666666666668,0.0,0.5402813414122608
deepseek_chat,spec_first,sheet_db,artifact_content,wrong_export_asset,300,100,0.13599999999999998,0.864,0.22666666666666666,0.0,0.5381520631930848
deepseek_chat,spec_first,sheet_db,conflict,conflict_injection,300,100,0.13599999999999998,0.864,0.22666666666666666,0.0,0.5381520631930848
deepseek_chat,spec_first,sheet_db,other,participant_omission,300,100,0.13599999999999998,0.864,0.22666666666666666,0.0,0.5381520631930848
deepseek_chat,spec_first,sheet_db,policy_confirmation,policy_confirmation_missing,300,100,0.13599999999999998,0.864,0.22666666666666666,0.0,0.5381520631930848
deepseek_chat,spec_first,sheet_db,side_effect,unrelated_side_effect,300,100,0.13599999999999998,0.864,0.22666666666666666,0.0,0.5381520631930848
deepseek_chat,spec_first,sheet_db,state_integrity,formula_damage,300,100,0.13599999999999998,0.864,0.22666666666666666,0.0,0.5381520631930848
deepseek_chat,spec_first,sheet_db,terminal_state,terminal_state_incomplete,300,100,0.13599999999999998,0.864,0.22666666666666666,0.0,0.5381520631930848
deepseek_reasoner,direct,calendar,conflict,conflict_injection,300,100,0.6,0.4,1.0,0.0,0.3590032812045196
deepseek_reasoner,direct,calendar,other,participant_omission,300,100,0.6,0.4,1.0,0.0,0.3590032812045196
deepseek_reasoner,direct,calendar,policy_confirmation,policy_confirmation_missing,300,100,0.6,0.4,1.0,0.0,0.3590032812045196
deepseek_reasoner,direct,calendar,side_effect,unrelated_side_effect,300,100,0.6,0.4,1.0,0.0,0.3590032812045196
deepseek_reasoner,direct,calendar,temporal,wrong_duration,300,100,0.6,0.4,1.0,0.0,0.3590032812045196
deepseek_reasoner,direct,calendar,temporal,wrong_time_window,300,100,0.6,0.4,1.0,0.0,0.3590032812045196
deepseek_reasoner,direct,calendar,terminal_state,terminal_state_incomplete,300,100,0.6,0.4,1.0,0.0,0.3590032812045196
deepseek_reasoner,direct,crm_workflow,artifact_content,missing_resolution_artifact,300,100,0.6,0.4,1.0,0.0,0.4788053737266956
deepseek_reasoner,direct,crm_workflow,conflict,conflict_injection,300,100,0.6,0.4,1.0,0.0,0.4788053737266956
deepseek_reasoner,direct,crm_workflow,other,participant_omission,300,100,0.6,0.4,1.0,0.0,0.4788053737266956
deepseek_reasoner,direct,crm_workflow,policy_confirmation,policy_confirmation_missing,300,100,0.6,0.4,1.0,0.0,0.4788053737266956
deepseek_reasoner,direct,crm_workflow,side_effect,unrelated_side_effect,300,100,0.6,0.4,1.0,0.0,0.4788053737266956
deepseek_reasoner,direct,crm_workflow,terminal_state,terminal_state_incomplete,300,100,0.6,0.4,1.0,0.0,0.4788053737266956
deepseek_reasoner,direct,crm_workflow,workflow_ownership,wrong_owner,300,100,0.6,0.4,1.0,0.0,0.4788053737266956
deepseek_reasoner,direct,email,artifact_content,wrong_attachment,300,100,0.6,0.4,1.0,0.0,0.5275468563943796
deepseek_reasoner,direct,email,conflict,conflict_injection,300,100,0.6,0.4,1.0,0.0,0.5275468563943796
deepseek_reasoner,direct,email,other,participant_omission,300,100,0.6,0.4,1.0,0.0,0.5275468563943796
deepseek_reasoner,direct,email,policy_confirmation,policy_confirmation_missing,300,100,0.6,0.4,1.0,0.0,0.5275468563943796
deepseek_reasoner,direct,email,recipient_permission,extra_recipient,300,100,0.6,0.4,1.0,0.0,0.5275468563943796
deepseek_reasoner,direct,email,side_effect,unrelated_side_effect,300,100,0.6,0.4,1.0,0.0,0.5275468563943796
deepseek_reasoner,direct,email,terminal_state,terminal_state_incomplete,300,100,0.6,0.4,1.0,0.0,0.5275468563943796
deepseek_reasoner,direct,file_doc,artifact_content,wrong_folder,300,100,0.6,0.4,1.0,0.0,0.4621623501944878
deepseek_reasoner,direct,file_doc,conflict,conflict_injection,300,100,0.6,0.4,1.0,0.0,0.4621623501944878
deepseek_reasoner,direct,file_doc,other,participant_omission,300,100,0.6,0.4,1.0,0.0,0.4621623501944878
deepseek_reasoner,direct,file_doc,policy_confirmation,policy_confirmation_missing,300,100,0.6,0.4,1.0,0.0,0.4621623501944878
deepseek_reasoner,direct,file_doc,recipient_permission,overbroad_share,300,100,0.6,0.4,1.0,0.0,0.4621623501944878
deepseek_reasoner,direct,file_doc,side_effect,unrelated_side_effect,300,100,0.6,0.4,1.0,0.0,0.4621623501944878
deepseek_reasoner,direct,file_doc,terminal_state,terminal_state_incomplete,300,100,0.6,0.4,1.0,0.0,0.4621623501944878
deepseek_reasoner,direct,sheet_db,artifact_content,wrong_export_asset,300,100,0.6,0.4,1.0,0.0,0.4582877788705962
deepseek_reasoner,direct,sheet_db,conflict,conflict_injection,300,100,0.6,0.4,1.0,0.0,0.4582877788705962
deepseek_reasoner,direct,sheet_db,other,participant_omission,300,100,0.6,0.4,1.0,0.0,0.4582877788705962
deepseek_reasoner,direct,sheet_db,policy_confirmation,policy_confirmation_missing,300,100,0.6,0.4,1.0,0.0,0.4582877788705962
deepseek_reasoner,direct,sheet_db,side_effect,unrelated_side_effect,300,100,0.6,0.4,1.0,0.0,0.4582877788705962
deepseek_reasoner,direct,sheet_db,state_integrity,formula_damage,300,100,0.6,0.4,1.0,0.0,0.4582877788705962
deepseek_reasoner,direct,sheet_db,terminal_state,terminal_state_incomplete,300,100,0.6,0.4,1.0,0.0,0.4582877788705962
deepseek_reasoner,plan_first,calendar,conflict,conflict_injection,300,100,0.594,0.406,0.99,0.0,0.3930856958945194
deepseek_reasoner,plan_first,calendar,other,participant_omission,300,100,0.594,0.406,0.99,0.0,0.3930856958945194
deepseek_reasoner,plan_first,calendar,policy_confirmation,policy_confirmation_missing,300,100,0.594,0.406,0.99,0.0,0.3930856958945194
deepseek_reasoner,plan_first,calendar,side_effect,unrelated_side_effect,300,100,0.594,0.406,0.99,0.0,0.3930856958945194
deepseek_reasoner,plan_first,calendar,temporal,wrong_duration,300,100,0.594,0.406,0.99,0.0,0.3930856958945194
deepseek_reasoner,plan_first,calendar,temporal,wrong_time_window,300,100,0.594,0.406,0.99,0.0,0.3930856958945194
deepseek_reasoner,plan_first,calendar,terminal_state,terminal_state_incomplete,300,100,0.594,0.406,0.99,0.0,0.3930856958945194
deepseek_reasoner,plan_first,crm_workflow,artifact_content,missing_resolution_artifact,300,100,0.592,0.40800000000000003,0.9866666666666667,0.0,0.5294409423777441
deepseek_reasoner,plan_first,crm_workflow,conflict,conflict_injection,300,100,0.592,0.40800000000000003,0.9866666666666667,0.0,0.5294409423777441
deepseek_reasoner,plan_first,crm_workflow,other,participant_omission,300,100,0.592,0.40800000000000003,0.9866666666666667,0.0,0.5294409423777441
deepseek_reasoner,plan_first,crm_workflow,policy_confirmation,policy_confirmation_missing,300,100,0.592,0.40800000000000003,0.9866666666666667,0.0,0.5294409423777441
deepseek_reasoner,plan_first,crm_workflow,side_effect,unrelated_side_effect,300,100,0.592,0.40800000000000003,0.9866666666666667,0.0,0.5294409423777441
deepseek_reasoner,plan_first,crm_workflow,terminal_state,terminal_state_incomplete,300,100,0.592,0.40800000000000003,0.9866666666666667,0.0,0.5294409423777441
deepseek_reasoner,plan_first,crm_workflow,workflow_ownership,wrong_owner,300,100,0.592,0.40800000000000003,0.9866666666666667,0.0,0.5294409423777441
deepseek_reasoner,plan_first,email,artifact_content,wrong_attachment,300,100,0.6,0.4,1.0,0.0,0.481216439555718
deepseek_reasoner,plan_first,email,conflict,conflict_injection,300,100,0.6,0.4,1.0,0.0,0.481216439555718
deepseek_reasoner,plan_first,email,other,participant_omission,300,100,0.6,0.4,1.0,0.0,0.481216439555718
deepseek_reasoner,plan_first,email,policy_confirmation,policy_confirmation_missing,300,100,0.6,0.4,1.0,0.0,0.481216439555718
deepseek_reasoner,plan_first,email,recipient_permission,extra_recipient,300,100,0.6,0.4,1.0,0.0,0.481216439555718
deepseek_reasoner,plan_first,email,side_effect,unrelated_side_effect,300,100,0.6,0.4,1.0,0.0,0.481216439555718
deepseek_reasoner,plan_first,email,terminal_state,terminal_state_incomplete,300,100,0.6,0.4,1.0,0.0,0.481216439555718
deepseek_reasoner,plan_first,file_doc,artifact_content,wrong_folder,300,100,0.596,0.404,0.9933333333333333,0.0,0.4851149258415714
deepseek_reasoner,plan_first,file_doc,conflict,conflict_injection,300,100,0.596,0.404,0.9933333333333333,0.0,0.4851149258415714
deepseek_reasoner,plan_first,file_doc,other,participant_omission,300,100,0.596,0.404,0.9933333333333333,0.0,0.4851149258415714
deepseek_reasoner,plan_first,file_doc,policy_confirmation,policy_confirmation_missing,300,100,0.596,0.404,0.9933333333333333,0.0,0.4851149258415714
deepseek_reasoner,plan_first,file_doc,recipient_permission,overbroad_share,300,100,0.596,0.404,0.9933333333333333,0.0,0.4851149258415714
deepseek_reasoner,plan_first,file_doc,side_effect,unrelated_side_effect,300,100,0.596,0.404,0.9933333333333333,0.0,0.4851149258415714
deepseek_reasoner,plan_first,file_doc,terminal_state,terminal_state_incomplete,300,100,0.596,0.404,0.9933333333333333,0.0,0.4851149258415714
deepseek_reasoner,plan_first,sheet_db,artifact_content,wrong_export_asset,300,100,0.596,0.404,0.9933333333333333,0.0,0.474842999761091
deepseek_reasoner,plan_first,sheet_db,conflict,conflict_injection,300,100,0.596,0.404,0.9933333333333333,0.0,0.474842999761091
deepseek_reasoner,plan_first,sheet_db,other,participant_omission,300,100,0.596,0.404,0.9933333333333333,0.0,0.474842999761091
deepseek_reasoner,plan_first,sheet_db,policy_confirmation,policy_confirmation_missing,300,100,0.596,0.404,0.9933333333333333,0.0,0.474842999761091
deepseek_reasoner,plan_first,sheet_db,side_effect,unrelated_side_effect,300,100,0.596,0.404,0.9933333333333333,0.0,0.474842999761091
deepseek_reasoner,plan_first,sheet_db,state_integrity,formula_damage,300,100,0.596,0.404,0.9933333333333333,0.0,0.474842999761091
deepseek_reasoner,plan_first,sheet_db,terminal_state,terminal_state_incomplete,300,100,0.596,0.404,0.9933333333333333,0.0,0.474842999761091
deepseek_reasoner,spec_first,calendar,conflict,conflict_injection,300,100,0.508,0.492,0.8466666666666667,0.013333333333333334,0.49601483111918565
deepseek_reasoner,spec_first,calendar,other,participant_omission,300,100,0.508,0.492,0.8466666666666667,0.013333333333333334,0.49601483111918565
deepseek_reasoner,spec_first,calendar,policy_confirmation,policy_confirmation_missing,300,100,0.508,0.492,0.8466666666666667,0.013333333333333334,0.49601483111918565
deepseek_reasoner,spec_first,calendar,side_effect,unrelated_side_effect,300,100,0.508,0.492,0.8466666666666667,0.013333333333333334,0.49601483111918565
deepseek_reasoner,spec_first,calendar,temporal,wrong_duration,300,100,0.508,0.492,0.8466666666666667,0.013333333333333334,0.49601483111918565
deepseek_reasoner,spec_first,calendar,temporal,wrong_time_window,300,100,0.508,0.492,0.8466666666666667,0.013333333333333334,0.49601483111918565
deepseek_reasoner,spec_first,calendar,terminal_state,terminal_state_incomplete,300,100,0.508,0.492,0.8466666666666667,0.013333333333333334,0.49601483111918565
deepseek_reasoner,spec_first,crm_workflow,artifact_content,missing_resolution_artifact,300,100,0.47800000000000004,0.522,0.7966666666666666,0.13333333333333333,0.5982952511448607
deepseek_reasoner,spec_first,crm_workflow,conflict,conflict_injection,300,100,0.47800000000000004,0.522,0.7966666666666666,0.13333333333333333,0.5982952511448607
deepseek_reasoner,spec_first,crm_workflow,other,participant_omission,300,100,0.47800000000000004,0.522,0.7966666666666666,0.13333333333333333,0.5982952511448607
deepseek_reasoner,spec_first,crm_workflow,policy_confirmation,policy_confirmation_missing,300,100,0.47800000000000004,0.522,0.7966666666666666,0.13333333333333333,0.5982952511448607
deepseek_reasoner,spec_first,crm_workflow,side_effect,unrelated_side_effect,300,100,0.47800000000000004,0.522,0.7966666666666666,0.13333333333333333,0.5982952511448607
deepseek_reasoner,spec_first,crm_workflow,terminal_state,terminal_state_incomplete,300,100,0.47800000000000004,0.522,0.7966666666666666,0.13333333333333333,0.5982952511448607
deepseek_reasoner,spec_first,crm_workflow,workflow_ownership,wrong_owner,300,100,0.47800000000000004,0.522,0.7966666666666666,0.13333333333333333,0.5982952511448607
deepseek_reasoner,spec_first,email,artifact_content,wrong_attachment,300,100,0.47800000000000004,0.522,0.7966666666666666,0.11333333333333333,0.5656423477897095
deepseek_reasoner,spec_first,email,conflict,conflict_injection,300,100,0.47800000000000004,0.522,0.7966666666666666,0.11333333333333333,0.5656423477897095
deepseek_reasoner,spec_first,email,other,participant_omission,300,100,0.47800000000000004,0.522,0.7966666666666666,0.11333333333333333,0.5656423477897095
deepseek_reasoner,spec_first,email,policy_confirmation,policy_confirmation_missing,300,100,0.47800000000000004,0.522,0.7966666666666666,0.11333333333333333,0.5656423477897095
deepseek_reasoner,spec_first,email,recipient_permission,extra_recipient,300,100,0.47800000000000004,0.522,0.7966666666666666,0.11333333333333333,0.5656423477897095
deepseek_reasoner,spec_first,email,side_effect,unrelated_side_effect,300,100,0.47800000000000004,0.522,0.7966666666666666,0.11333333333333333,0.5656423477897095
deepseek_reasoner,spec_first,email,terminal_state,terminal_state_incomplete,300,100,0.47800000000000004,0.522,0.7966666666666666,0.11333333333333333,0.5656423477897095
deepseek_reasoner,spec_first,file_doc,artifact_content,wrong_folder,300,100,0.5059999999999999,0.49400000000000005,0.8433333333333334,0.0,0.5716524029442188
deepseek_reasoner,spec_first,file_doc,conflict,conflict_injection,300,100,0.5059999999999999,0.49400000000000005,0.8433333333333334,0.0,0.5716524029442188
deepseek_reasoner,spec_first,file_doc,other,participant_omission,300,100,0.5059999999999999,0.49400000000000005,0.8433333333333334,0.0,0.5716524029442188
deepseek_reasoner,spec_first,file_doc,policy_confirmation,policy_confirmation_missing,300,100,0.5059999999999999,0.49400000000000005,0.8433333333333334,0.0,0.5716524029442188
deepseek_reasoner,spec_first,file_doc,recipient_permission,overbroad_share,300,100,0.5059999999999999,0.49400000000000005,0.8433333333333334,0.0,0.5716524029442188
deepseek_reasoner,spec_first,file_doc,side_effect,unrelated_side_effect,300,100,0.5059999999999999,0.49400000000000005,0.8433333333333334,0.0,0.5716524029442188
deepseek_reasoner,spec_first,file_doc,terminal_state,terminal_state_incomplete,300,100,0.5059999999999999,0.49400000000000005,0.8433333333333334,0.0,0.5716524029442188
deepseek_reasoner,spec_first,sheet_db,artifact_content,wrong_export_asset,300,100,0.5159999999999999,0.48400000000000004,0.86,0.0,0.59032068423891
deepseek_reasoner,spec_first,sheet_db,conflict,conflict_injection,300,100,0.5159999999999999,0.48400000000000004,0.86,0.0,0.59032068423891
deepseek_reasoner,spec_first,sheet_db,other,participant_omission,300,100,0.5159999999999999,0.48400000000000004,0.86,0.0,0.59032068423891
deepseek_reasoner,spec_first,sheet_db,policy_confirmation,policy_confirmation_missing,300,100,0.5159999999999999,0.48400000000000004,0.86,0.0,0.59032068423891
deepseek_reasoner,spec_first,sheet_db,side_effect,unrelated_side_effect,300,100,0.5159999999999999,0.48400000000000004,0.86,0.0,0.59032068423891
deepseek_reasoner,spec_first,sheet_db,state_integrity,formula_damage,300,100,0.5159999999999999,0.48400000000000004,0.86,0.0,0.59032068423891
deepseek_reasoner,spec_first,sheet_db,terminal_state,terminal_state_incomplete,300,100,0.5159999999999999,0.48400000000000004,0.86,0.0,0.59032068423891
deepseek_v4_flash,direct,calendar,conflict,conflict_injection,300,100,0.6,0.4,1.0,0.0,0.3809915141045172
deepseek_v4_flash,direct,calendar,other,participant_omission,300,100,0.6,0.4,1.0,0.0,0.3809915141045172
