task_id,domain,difficulty,agent,model,trial,cc_precision,cc_recall,cc_f1,success_f1,failure_f1,required_observation_recall,overconstraint_rate,underspecification_rate,donespec_valid,near_miss_detection_rate,near_miss_false_accept_rate,valid_accept_rate,verifier_robustness_balanced_accuracy,task_success,own_spec_pass,spec_action_consistency,self_violation_rate,quadrant,invalid_taxon,invalid_taxon_description
calendar_090,calendar,L3,spec_first_token_matched,deepseek_v4_pro,0,1.0,0.17647058823529413,0.3,0.15384615384615385,0.5,0.5,0.0,0.8235294117647058,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
crm_workflow_083,crm_workflow,L3,spec_first_token_matched,deepseek_v4_pro,0,1.0,0.17647058823529413,0.3,0.2857142857142857,0.5,0.0,0.0,0.8235294117647058,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,bad_spec_good_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
calendar_024,calendar,L2,plan_first_token_matched,deepseek_v4_pro,0,1.0,0.2,0.33333333333333337,0.0,0.6666666666666666,1.0,0.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
sheet_db_050,sheet_db,L2,plan_first_token_matched,deepseek_v4_pro,0,1.0,0.2,0.33333333333333337,0.18181818181818182,0.5,0.5,0.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
calendar_048,calendar,L2,spec_first_token_matched,deepseek_v4_flash,0,1.0,0.2,0.33333333333333337,0.16666666666666669,0.6666666666666666,0.5,0.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
file_doc_022,file_doc,L2,spec_first_token_matched,deepseek_v4_flash,0,1.0,0.2,0.33333333333333337,0.0,0.5,1.0,0.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
sheet_db_046,sheet_db,L2,spec_first_token_matched,deepseek_v4_flash,0,1.0,0.2,0.33333333333333337,0.18181818181818182,0.5,0.5,0.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
calendar_023,calendar,L2,spec_first_token_matched,deepseek_v4_pro,0,1.0,0.2,0.33333333333333337,0.0,0.6666666666666666,1.0,0.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
calendar_046,calendar,L2,spec_first_token_matched,deepseek_v4_pro,0,1.0,0.2,0.33333333333333337,0.0,0.6666666666666666,1.0,0.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
calendar_034,calendar,L2,spec_first_token_matched,deepseek_v4_pro,0,1.0,0.2,0.33333333333333337,0.16666666666666669,0.6666666666666666,0.5,0.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
file_doc_049,file_doc,L2,spec_first_token_matched,deepseek_v4_pro,0,1.0,0.2,0.33333333333333337,0.33333333333333337,0.5,0.0,0.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
crm_workflow_097,crm_workflow,L4,spec_first_token_matched,deepseek_v4_pro,0,0.8,0.2222222222222222,0.3478260869565218,0.3529411764705882,0.0,0.5,0.2,0.7777777777777778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
calendar_112,calendar,L4,spec_first_token_matched,deepseek_v4_flash,0,1.0,0.2222222222222222,0.3636363636363636,0.2666666666666667,0.5,0.5,0.0,0.7777777777777778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
calendar_097,calendar,L4,spec_first_token_matched,deepseek_v4_pro,0,1.0,0.2222222222222222,0.3636363636363636,0.14285714285714288,0.5,1.0,0.0,0.7777777777777778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
calendar_112,calendar,L4,spec_first_token_matched,deepseek_v4_pro,0,1.0,0.2222222222222222,0.3636363636363636,0.2666666666666667,0.5,0.5,0.0,0.7777777777777778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
